year,city,month,application
2022,Tokyo,2,10914
2022,Kanagawa,2,5011
2022,Niigata,2,296
2022,Toyama,2,153
2022,Ishikawa,2,199
2022,Fukui,2,125
2022,Yamanashi,2,199
2022,Nagano,2,391
2022,Gifu,2,385
2022,Shizuoka,2,987
2022,Aichi,2,2551
2022,Mie,2,395
2022,Shiga,2,435
2022,Kyoto,2,949
2022,Osaka,2,3187
2022,Hyogo,2,1759
2022,Nara,2,361
2022,Wakayama,2,152
2022,Tottori,2,64
2022,Shimane,2,59
2022,Okayama,2,331
2022,Hiroshima,2,693
2022,Yamaguchi,2,244
2022,Tokushima,2,97
2022,Kagawa,2,167
2022,Ehime,2,205
2022,Kochi,2,104
2022,Fukuoka,2,1357
2022,Saga,2,135
2022,Nagasaki,2,261
2022,Kumamoto,2,347
2022,Oita,2,165
2022,Miyazaki,2,173
2022,Kagoshima,2,237
2022,Okinawa,2,530
2022,Hokkaido,1,878
2022,Aomori,1,135
2022,Iwate,1,167
2022,Miyagi,1,440
2022,Akita,1,80
2022,Yamagata,1,99
2022,Fukushima,1,263
2022,Ibaraki,1,694
2022,Tochigi,1,520
2022,Gunma,1,404
2022,Saitama,1,2427
2022,Chiba,1,2507
2022,Tokyo,1,10994
2022,Kanagawa,1,4975
2022,Niigata,1,283
2022,Toyama,1,188
2022,Ishikawa,1,190
2022,Fukui,1,124
2022,Yamanashi,1,174
2022,Nagano,1,451
2022,Gifu,1,428
2022,Shizuoka,1,1027
2022,Aichi,1,2626
2022,Mie,1,434
2022,Shiga,1,357
2022,Kyoto,1,934
2022,Osaka,1,3193
2022,Hyogo,1,1979
2022,Nara,1,339
2022,Wakayama,1,161
2022,Tottori,1,62
2022,Shimane,1,52
2022,Okayama,1,354
2022,Hiroshima,1,648
2022,Yamaguchi,1,264
2022,Tokushima,1,94
2022,Kagawa,1,146
2022,Ehime,1,179
2022,Kochi,1,118
2022,Fukuoka,1,1367
2022,Saga,1,149
2022,Nagasaki,1,260
2022,Kumamoto,1,292
2022,Oita,1,187
2022,Miyazaki,1,129
2022,Kagoshima,1,243
2022,Okinawa,1,587
2021,Hokkaido,12,843
2021,Aomori,12,106
2021,Iwate,12,112
2021,Miyagi,12,443
2021,Akita,12,92
2021,Yamagata,12,117
2021,Fukushima,12,177
2021,Ibaraki,12,620
2021,Tochigi,12,437
2021,Gunma,12,306
2021,Saitama,12,2258
2021,Chiba,12,2333
2021,Tokyo,12,10283
2021,Kanagawa,12,4722
2021,Niigata,12,227
2021,Toyama,12,146
2021,Ishikawa,12,184
2021,Fukui,12,110
2021,Yamanashi,12,175
2021,Nagano,12,449
2021,Gifu,12,347
2021,Shizuoka,12,873
2021,Aichi,12,2376
2021,Mie,12,378
2021,Shiga,12,377
2021,Kyoto,12,905
2021,Osaka,12,2877
2021,Hyogo,12,1853
2021,Nara,12,326
2021,Wakayama,12,113
2021,Tottori,12,69
2021,Shimane,12,73
2021,Okayama,12,301
2021,Hiroshima,12,599
2021,Yamaguchi,12,187
2021,Tokushima,12,108
2021,Kagawa,12,131
2021,Ehime,12,168
2021,Kochi,12,74
2021,Fukuoka,12,1174
2021,Saga,12,106
2021,Nagasaki,12,206
2021,Kumamoto,12,284
2021,Oita,12,158
2021,Miyazaki,12,137
2021,Kagoshima,12,164
2021,Okinawa,12,420
2021,Hokkaido,11,1025
2021,Aomori,11,141
2021,Iwate,11,124
2021,Miyagi,11,482
2021,Akita,11,114
2021,Yamagata,11,115
2021,Fukushima,11,251
2021,Ibaraki,11,801
2021,Tochigi,11,538
2021,Gunma,11,441
2021,Saitama,11,2814
2021,Chiba,11,2951
2021,Tokyo,11,12560
2021,Kanagawa,11,5632
2021,Niigata,11,293
2021,Toyama,11,219
2021,Ishikawa,11,215
2021,Fukui,11,149
2021,Yamanashi,11,195
2021,Nagano,11,457
2021,Gifu,11,434
2021,Shizuoka,11,1101
2021,Aichi,11,2841
2021,Mie,11,429
2021,Shiga,11,414
2021,Kyoto,11,1121
2021,Osaka,11,3659
2021,Hyogo,11,1858
2021,Nara,11,439
2021,Wakayama,11,153
2021,Tottori,11,65
2021,Shimane,11,70
2021,Okayama,11,353
2021,Hiroshima,11,687
2021,Yamaguchi,11,231
2021,Tokushima,11,102
2021,Kagawa,11,186
2021,Ehime,11,219
2021,Kochi,11,104
2021,Fukuoka,11,1421
2021,Saga,11,114
2021,Nagasaki,11,225
2021,Kumamoto,11,321
2021,Oita,11,182
2021,Miyazaki,11,122
2021,Kagoshima,11,187
2021,Okinawa,11,618
2021,Hokkaido,10,1010
2021,Aomori,10,157
2021,Iwate,10,152
2021,Miyagi,10,452
2021,Akita,10,94
2021,Yamagata,10,130
2021,Fukushima,10,237
2021,Ibaraki,10,717
2021,Tochigi,10,448
2021,Gunma,10,368
2021,Saitama,10,2547
2021,Chiba,10,2735
2021,Tokyo,10,11812
2021,Kanagawa,10,5312
2021,Niigata,10,288
2021,Toyama,10,192
2021,Ishikawa,10,214
2021,Fukui,10,155
2021,Yamanashi,10,180
2021,Nagano,10,480
2021,Gifu,10,382
2021,Shizuoka,10,1081
2021,Aichi,10,2821
2021,Mie,10,390
2021,Shiga,10,427
2021,Kyoto,10,1027
2021,Osaka,10,3444
2021,Hyogo,10,2285
2021,Nara,10,409
2021,Wakayama,10,168
2021,Tottori,10,81
2021,Shimane,10,78
2021,Okayama,10,320
2021,Hiroshima,10,701
2021,Yamaguchi,10,211
2021,Tokushima,10,108
2021,Kagawa,10,182
2021,Ehime,10,197
2021,Kochi,10,93
2021,Fukuoka,10,1438
2021,Saga,10,136
2021,Nagasaki,10,256
2021,Kumamoto,10,335
2021,Oita,10,168
2021,Miyazaki,10,138
2021,Kagoshima,10,227
2021,Okinawa,10,580
2021,Hokkaido,9,882
2021,Aomori,9,146
2021,Iwate,9,114
2021,Miyagi,9,373
2021,Akita,9,99
2021,Yamagata,9,117
2021,Fukushima,9,223
2021,Ibaraki,9,593
2021,Tochigi,9,393
2021,Gunma,9,369
2021,Saitama,9,2176
2021,Chiba,9,2340
2021,Tokyo,9,10502
2021,Kanagawa,9,4627
2021,Niigata,9,250
2021,Toyama,9,148
2021,Ishikawa,9,190
2021,Fukui,9,85
2021,Yamanashi,9,159
2021,Nagano,9,403
2021,Gifu,9,413
2021,Shizuoka,9,851
2021,Aichi,9,2463
2021,Mie,9,392
2021,Shiga,9,360
2021,Kyoto,9,921
2021,Osaka,9,3118
2021,Hyogo,9,1913
2021,Nara,9,326
2021,Wakayama,9,122
2021,Tottori,9,85
2021,Shimane,9,42
2021,Okayama,9,322
2021,Hiroshima,9,609
2021,Yamaguchi,9,216
2021,Tokushima,9,84
2021,Kagawa,9,146
2021,Ehime,9,168
2021,Kochi,9,109
2021,Fukuoka,9,1373
2021,Saga,9,129
2021,Nagasaki,9,184
2021,Kumamoto,9,297
2021,Oita,9,163
2021,Miyazaki,9,146
2021,Kagoshima,9,212
2021,Okinawa,9,525
2021,Hokkaido,8,1109
2021,Aomori,8,147
2021,Iwate,8,123
2021,Miyagi,8,530
2021,Akita,8,97
2021,Yamagata,8,128
2021,Fukushima,8,351
2021,Ibaraki,8,750
2021,Tochigi,8,446
2021,Gunma,8,406
2021,Saitama,8,2633
2021,Chiba,8,2881
2021,Tokyo,8,12885
2021,Kanagawa,8,5696
2021,Niigata,8,321
2021,Toyama,8,197
2021,Ishikawa,8,260
2021,Fukui,8,162
2021,Yamanashi,8,175
2021,Nagano,8,498
2021,Gifu,8,409
2021,Shizuoka,8,1111
2021,Aichi,8,3206
2021,Mie,8,429
2021,Shiga,8,553
2021,Kyoto,8,1165
2021,Osaka,8,3858
2021,Hyogo,8,1933
2021,Nara,8,438
2021,Wakayama,8,179
2021,Tottori,8,87
2021,Shimane,8,95
2021,Okayama,8,402
2021,Hiroshima,8,748
2021,Yamaguchi,8,250
2021,Tokushima,8,134
2021,Kagawa,8,194
2021,Ehime,8,215
2021,Kochi,8,118
2021,Fukuoka,8,1710
2021,Saga,8,105
2021,Nagasaki,8,221
2021,Kumamoto,8,377
2021,Oita,8,173
2021,Miyazaki,8,169
2021,Kagoshima,8,273
2021,Okinawa,8,609
2021,Hokkaido,7,904
2021,Aomori,7,115
2021,Iwate,7,97
2021,Miyagi,7,411
2021,Akita,7,85
2021,Yamagata,7,124
2021,Fukushima,7,252
2021,Ibaraki,7,653
2021,Tochigi,7,364
2021,Gunma,7,359
2021,Saitama,7,2431
2021,Chiba,7,2527
2021,Tokyo,7,11867
2021,Kanagawa,7,4957
2021,Niigata,7,266
2021,Toyama,7,197
2021,Ishikawa,7,200
2021,Fukui,7,95
2021,Yamanashi,7,152
2021,Nagano,7,373
2021,Gifu,7,358
2021,Shizuoka,7,887
2021,Aichi,7,2627
2021,Mie,7,390
2021,Shiga,7,466
2021,Kyoto,7,992
2021,Osaka,7,3411
2021,Hyogo,7,2181
2021,Nara,7,392
2021,Wakayama,7,145
2021,Tottori,7,78
2021,Shimane,7,69
2021,Okayama,7,356
2021,Hiroshima,7,666
2021,Yamaguchi,7,236
2021,Tokushima,7,112
2021,Kagawa,7,159
2021,Ehime,7,206
2021,Kochi,7,100
2021,Fukuoka,7,1403
2021,Saga,7,95
2021,Nagasaki,7,221
2021,Kumamoto,7,320
2021,Oita,7,209
2021,Miyazaki,7,129
2021,Kagoshima,7,198
2021,Okinawa,7,539
2021,Hokkaido,6,812
2021,Aomori,6,148
2021,Iwate,6,135
2021,Miyagi,6,440
2021,Akita,6,87
2021,Yamagata,6,111
2021,Fukushima,6,231
2021,Ibaraki,6,687
2021,Tochigi,6,403
2021,Gunma,6,430
2021,Saitama,6,2468
2021,Chiba,6,2817
2021,Tokyo,6,12425
2021,Kanagawa,6,5205
2021,Niigata,6,283
2021,Toyama,6,162
2021,Ishikawa,6,223
2021,Fukui,6,98
2021,Yamanashi,6,156
2021,Nagano,6,410
2021,Gifu,6,391
2021,Shizuoka,6,932
2021,Aichi,6,2496
2021,Mie,6,390
2021,Shiga,6,374
2021,Kyoto,6,998
2021,Osaka,6,3580
2021,Hyogo,6,1848
2021,Nara,6,434
2021,Wakayama,6,144
2021,Tottori,6,86
2021,Shimane,6,64
2021,Okayama,6,364
2021,Hiroshima,6,615
2021,Yamaguchi,6,201
2021,Tokushima,6,93
2021,Kagawa,6,184
2021,Ehime,6,210
2021,Kochi,6,105
2021,Fukuoka,6,1340
2021,Saga,6,106
2021,Nagasaki,6,199
2021,Kumamoto,6,308
2021,Oita,6,140
2021,Miyazaki,6,174
2021,Kagoshima,6,204
2021,Okinawa,6,510
2021,Hokkaido,5,682
2021,Aomori,5,88
2021,Iwate,5,103
2021,Miyagi,5,391
2021,Akita,5,61
2021,Yamagata,5,96
2021,Fukushima,5,202
2021,Ibaraki,5,591
2021,Tochigi,5,363
2021,Gunma,5,353
2021,Saitama,5,2190
2021,Chiba,5,2316
2021,Tokyo,5,9791
2021,Kanagawa,5,4629
2021,Niigata,5,246
2021,Toyama,5,173
2021,Ishikawa,5,171
2021,Fukui,5,98
2021,Yamanashi,5,120
2021,Nagano,5,361
2021,Gifu,5,304
2021,Shizuoka,5,807
2021,Aichi,5,2140
2021,Mie,5,345
2021,Shiga,5,341
2021,Kyoto,5,775
2021,Osaka,5,3021
2021,Hyogo,5,1694
2021,Nara,5,343
2021,Wakayama,5,125
2021,Tottori,5,82
2021,Shimane,5,72
2021,Okayama,5,255
2021,Hiroshima,5,577
2021,Yamaguchi,5,234
2021,Tokushima,5,68
2021,Kagawa,5,138
2021,Ehime,5,204
2021,Kochi,5,71
2021,Fukuoka,5,1089
2021,Saga,5,84
2021,Nagasaki,5,184
2021,Kumamoto,5,280
2021,Oita,5,121
2021,Miyazaki,5,111
2021,Kagoshima,5,156
2021,Okinawa,5,470
2021,Hokkaido,4,860
2021,Aomori,4,103
2021,Iwate,4,126
2021,Miyagi,4,351
2021,Akita,4,91
2021,Yamagata,4,108
2021,Fukushima,4,211
2021,Ibaraki,4,635
2021,Tochigi,4,394
2021,Gunma,4,417
2021,Saitama,4,2454
2021,Chiba,4,2608
2021,Tokyo,4,11286
2021,Kanagawa,4,5088
2021,Niigata,4,229
2021,Toyama,4,163
2021,Ishikawa,4,149
2021,Fukui,4,120
2021,Yamanashi,4,152
2021,Nagano,4,388
2021,Gifu,4,377
2021,Shizuoka,4,886
2021,Aichi,4,2480
2021,Mie,4,333
2021,Shiga,4,368
2021,Kyoto,4,859
2021,Osaka,4,3191
2021,Hyogo,4,1829
2021,Nara,4,366
2021,Wakayama,4,123
2021,Tottori,4,69
2021,Shimane,4,47
2021,Okayama,4,294
2021,Hiroshima,4,691
2021,Yamaguchi,4,225
2021,Tokushima,4,106
2021,Kagawa,4,148
2021,Ehime,4,152
2021,Kochi,4,84
2021,Fukuoka,4,1282
2021,Saga,4,109
2021,Nagasaki,4,219
2021,Kumamoto,4,344
2021,Oita,4,158
2021,Miyazaki,4,130
2021,Kagoshima,4,190
2021,Okinawa,4,590
2021,Hokkaido,3,1157
2021,Aomori,3,156
2021,Iwate,3,191
2021,Miyagi,3,502
2021,Akita,3,112
2021,Yamagata,3,174
2021,Fukushima,3,338
2021,Ibaraki,3,926
2021,Tochigi,3,509
2021,Gunma,3,498
2021,Saitama,3,3044
2021,Chiba,3,3310
2021,Tokyo,3,14089
2021,Kanagawa,3,6486
2021,Niigata,3,366
2021,Toyama,3,268
2021,Ishikawa,3,278
2021,Fukui,3,125
2021,Yamanashi,3,195
2021,Nagano,3,624
2021,Gifu,3,509
2021,Shizuoka,3,1322
2021,Aichi,3,3357
2021,Mie,3,535
2021,Shiga,3,495
2021,Kyoto,3,1351
2021,Osaka,3,4393
2021,Hyogo,3,2251
2021,Nara,3,478
2021,Wakayama,3,167
2021,Tottori,3,113
2021,Shimane,3,99
2021,Okayama,3,463
2021,Hiroshima,3,923
2021,Yamaguchi,3,339
2021,Tokushima,3,148
2021,Kagawa,3,264
2021,Ehime,3,282
2021,Kochi,3,159
2021,Fukuoka,3,1769
2021,Saga,3,148
2021,Nagasaki,3,298
2021,Kumamoto,3,486
2021,Oita,3,238
2021,Miyazaki,3,213
2021,Kagoshima,3,244
2021,Okinawa,3,728
2021,Hokkaido,2,766
2021,Aomori,2,111
2021,Iwate,2,129
2021,Miyagi,2,339
2021,Akita,2,60
2021,Yamagata,2,101
2021,Fukushima,2,211
2021,Ibaraki,2,607
2021,Tochigi,2,362
2021,Gunma,2,321
2021,Saitama,2,2100
2021,Chiba,2,2424
2021,Tokyo,2,9531
2021,Kanagawa,2,4488
2021,Niigata,2,208
2021,Toyama,2,153
2021,Ishikawa,2,178
2021,Fukui,2,84
2021,Yamanashi,2,119
2021,Nagano,2,360
2021,Gifu,2,332
2021,Shizuoka,2,827
2021,Aichi,2,2295
2021,Mie,2,358
2021,Shiga,2,341
2021,Kyoto,2,886
2021,Osaka,2,3015
2021,Hyogo,2,1668
2021,Nara,2,384
2021,Wakayama,2,136
2021,Tottori,2,67
2021,Shimane,2,82
2021,Okayama,2,271
2021,Hiroshima,2,626
2021,Yamaguchi,2,194
2021,Tokushima,2,100
2021,Kagawa,2,150
2021,Ehime,2,193
2021,Kochi,2,103
2021,Fukuoka,2,1148
2021,Saga,2,106
2021,Nagasaki,2,202
2021,Kumamoto,2,311
2021,Oita,2,152
2021,Miyazaki,2,132
2021,Kagoshima,2,192
2021,Okinawa,2,432
2021,Hokkaido,1,789
2021,Aomori,1,101
2021,Iwate,1,109
2021,Miyagi,1,339
2021,Akita,1,42
2021,Yamagata,1,96
2021,Fukushima,1,180
2021,Ibaraki,1,610
2021,Tochigi,1,292
2021,Gunma,1,359
2021,Saitama,1,1917
2021,Chiba,1,2012
2021,Tokyo,1,8926
2021,Kanagawa,1,4080
2021,Niigata,1,190
2021,Toyama,1,124
2021,Ishikawa,1,158
2021,Fukui,1,94
2021,Yamanashi,1,125
2021,Nagano,1,351
2021,Gifu,1,347
2021,Shizuoka,1,824
2021,Aichi,1,2351
2021,Mie,1,399
2021,Shiga,1,344
2021,Kyoto,1,704
2021,Osaka,1,2983
2021,Hyogo,1,1498
2021,Nara,1,336
2021,Wakayama,1,117
2021,Tottori,1,53
2021,Shimane,1,63
2021,Okayama,1,282
2021,Hiroshima,1,560
2021,Yamaguchi,1,184
2021,Tokushima,1,83
2021,Kagawa,1,118
2021,Ehime,1,176
2021,Kochi,1,99
2021,Fukuoka,1,1102
2021,Saga,1,90
2021,Nagasaki,1,173
2021,Kumamoto,1,280
2021,Oita,1,136
2021,Miyazaki,1,123
2021,Kagoshima,1,171
2021,Okinawa,1,390
2020,Hokkaido,12,702
2020,Aomori,12,89
2020,Iwate,12,81
2020,Miyagi,12,359
2020,Akita,12,66
2020,Yamagata,12,99
2020,Fukushima,12,173
2020,Ibaraki,12,528
2020,Tochigi,12,331
2020,Gunma,12,308
2020,Saitama,12,1951
2020,Chiba,12,2085
2020,Tokyo,12,8995
2020,Kanagawa,12,3952
2020,Niigata,12,218
2020,Toyama,12,168
2020,Ishikawa,12,164
2020,Fukui,12,102
2020,Yamanashi,12,121
2020,Nagano,12,365
2020,Gifu,12,347
2020,Shizuoka,12,737
2020,Aichi,12,2201
2020,Mie,12,469
2020,Shiga,12,338
2020,Kyoto,12,897
2020,Osaka,12,2741
2020,Hyogo,12,1532
2020,Nara,12,303
2020,Wakayama,12,126
2020,Tottori,12,63
2020,Shimane,12,65
2020,Okayama,12,253
2020,Hiroshima,12,594
2020,Yamaguchi,12,207
2020,Tokushima,12,72
2020,Kagawa,12,131
2020,Ehime,12,182
2020,Kochi,12,77
2020,Fukuoka,12,1094
2020,Saga,12,129
2020,Nagasaki,12,180
2020,Kumamoto,12,236
2020,Oita,12,136
2020,Miyazaki,12,117
2020,Kagoshima,12,170
2020,Okinawa,12,385
2020,Hokkaido,11,770
2020,Aomori,11,110
2020,Iwate,11,102
2020,Miyagi,11,355
2020,Akita,11,70
2020,Yamagata,11,110
2020,Fukushima,11,200
2020,Ibaraki,11,516
2020,Tochigi,11,366
2020,Gunma,11,292
2020,Saitama,11,2082
2020,Chiba,11,2151
2020,Tokyo,11,9265
2020,Kanagawa,11,4310
2020,Niigata,11,261
2020,Toyama,11,150
2020,Ishikawa,11,171
2020,Fukui,11,103
2020,Yamanashi,11,119
2020,Nagano,11,366
2020,Gifu,11,315
2020,Shizuoka,11,772
2020,Aichi,11,2253
2020,Mie,11,433
2020,Shiga,11,352
2020,Kyoto,11,739
2020,Osaka,11,2893
2020,Hyogo,11,1620
2020,Nara,11,306
2020,Wakayama,11,125
2020,Tottori,11,50
2020,Shimane,11,55
2020,Okayama,11,272
2020,Hiroshima,11,577
2020,Yamaguchi,11,197
2020,Tokushima,11,78
2020,Kagawa,11,143
2020,Ehime,11,177
2020,Kochi,11,83
2020,Fukuoka,11,1125
2020,Saga,11,86
2020,Nagasaki,11,174
2020,Kumamoto,11,258
2020,Oita,11,125
2020,Miyazaki,11,124
2020,Kagoshima,11,165
2020,Okinawa,11,445
2020,Hokkaido,10,1040
2020,Aomori,10,117
2020,Iwate,10,130
2020,Miyagi,10,414
2020,Akita,10,87
2020,Yamagata,10,132
2020,Fukushima,10,249
2020,Ibaraki,10,694
2020,Tochigi,10,360
2020,Gunma,10,370
2020,Saitama,10,2468
2020,Chiba,10,2691
2020,Tokyo,10,11625
2020,Kanagawa,10,5246
2020,Niigata,10,283
2020,Toyama,10,200
2020,Ishikawa,10,212
2020,Fukui,10,147
2020,Yamanashi,10,205
2020,Nagano,10,477
2020,Gifu,10,395
2020,Shizuoka,10,975
2020,Aichi,10,2797
2020,Mie,10,411
2020,Shiga,10,382
2020,Kyoto,10,922
2020,Osaka,10,3656
2020,Hyogo,10,2333
2020,Nara,10,412
2020,Wakayama,10,181
2020,Tottori,10,77
2020,Shimane,10,75
2020,Okayama,10,411
2020,Hiroshima,10,698
2020,Yamaguchi,10,274
2020,Tokushima,10,109
2020,Kagawa,10,196
2020,Ehime,10,207
2020,Kochi,10,109
2020,Fukuoka,10,1542
2020,Saga,10,115
2020,Nagasaki,10,210
2020,Kumamoto,10,300
2020,Oita,10,168
2020,Miyazaki,10,144
2020,Kagoshima,10,235
2020,Okinawa,10,517
2020,Hokkaido,9,934
2020,Aomori,9,163
2020,Iwate,9,136
2020,Miyagi,9,374
2020,Akita,9,86
2020,Yamagata,9,126
2020,Fukushima,9,249
2020,Ibaraki,9,660
2020,Tochigi,9,385
2020,Gunma,9,306
2020,Saitama,9,2422
2020,Chiba,9,2760
2020,Tokyo,9,10527
2020,Kanagawa,9,4688
2020,Niigata,9,281
2020,Toyama,9,178
2020,Ishikawa,9,236
2020,Fukui,9,135
2020,Yamanashi,9,168
2020,Nagano,9,436
2020,Gifu,9,404
2020,Shizuoka,9,947
2020,Aichi,9,2628
2020,Mie,9,377
2020,Shiga,9,413
2020,Kyoto,9,900
2020,Osaka,9,3260
2020,Hyogo,9,1956
2020,Nara,9,404
2020,Wakayama,9,149
2020,Tottori,9,92
2020,Shimane,9,85
2020,Okayama,9,324
2020,Hiroshima,9,753
2020,Yamaguchi,9,252
2020,Tokushima,9,101
2020,Kagawa,9,141
2020,Ehime,9,197
2020,Kochi,9,101
2020,Fukuoka,9,1423
2020,Saga,9,118
2020,Nagasaki,9,198
2020,Kumamoto,9,298
2020,Oita,9,165
2020,Miyazaki,9,134
2020,Kagoshima,9,208
2020,Okinawa,9,465
2020,Hokkaido,8,1161
2020,Aomori,8,159
2020,Iwate,8,171
2020,Miyagi,8,565
2020,Akita,8,88
2020,Yamagata,8,119
2020,Fukushima,8,309
2020,Ibaraki,8,849
2020,Tochigi,8,425
2020,Gunma,8,393
2020,Saitama,8,3121
2020,Chiba,8,3281
2020,Tokyo,8,13002
2020,Kanagawa,8,6668
2020,Niigata,8,330
2020,Toyama,8,197
2020,Ishikawa,8,326
2020,Fukui,8,184
2020,Yamanashi,8,202
2020,Nagano,8,585
2020,Gifu,8,587
2020,Shizuoka,8,1161
2020,Aichi,8,3128
2020,Mie,8,501
2020,Shiga,8,565
2020,Kyoto,8,1221
2020,Osaka,8,4688
2020,Hyogo,8,2527
2020,Nara,8,530
2020,Wakayama,8,179
2020,Tottori,8,88
2020,Shimane,8,80
2020,Okayama,8,564
2020,Hiroshima,8,957
2020,Yamaguchi,8,339
2020,Tokushima,8,116
2020,Kagawa,8,198
2020,Ehime,8,261
2020,Kochi,8,169
2020,Fukuoka,8,1726
2020,Saga,8,174
2020,Nagasaki,8,241
2020,Kumamoto,8,343
2020,Oita,8,208
2020,Miyazaki,8,174
2020,Kagoshima,8,275
2020,Okinawa,8,507
2020,Hokkaido,7,1169
2020,Aomori,7,179
2020,Iwate,7,193
2020,Miyagi,7,510
2020,Akita,7,88
2020,Yamagata,7,139
2020,Fukushima,7,276
2020,Ibaraki,7,815
2020,Tochigi,7,456
2020,Gunma,7,381
2020,Saitama,7,2909
2020,Chiba,7,3177
2020,Tokyo,7,13318
2020,Kanagawa,7,5951
2020,Niigata,7,367
2020,Toyama,7,188
2020,Ishikawa,7,229
2020,Fukui,7,126
2020,Yamanashi,7,176
2020,Nagano,7,505
2020,Gifu,7,490
2020,Shizuoka,7,1056
2020,Aichi,7,2941
2020,Mie,7,432
2020,Shiga,7,479
2020,Kyoto,7,1209
2020,Osaka,7,4379
2020,Hyogo,7,2472
2020,Nara,7,491
2020,Wakayama,7,168
2020,Tottori,7,98
2020,Shimane,7,88
2020,Okayama,7,454
2020,Hiroshima,7,860
2020,Yamaguchi,7,303
2020,Tokushima,7,106
2020,Kagawa,7,190
2020,Ehime,7,207
2020,Kochi,7,110
2020,Fukuoka,7,1666
2020,Saga,7,120
2020,Nagasaki,7,258
2020,Kumamoto,7,381
2020,Oita,7,237
2020,Miyazaki,7,191
2020,Kagoshima,7,229
2020,Okinawa,7,611
2020,Hokkaido,6,1116
2020,Aomori,6,162
2020,Iwate,6,169
2020,Miyagi,6,584
2020,Akita,6,105
2020,Yamagata,6,135
2020,Fukushima,6,284
2020,Ibaraki,6,923
2020,Tochigi,6,557
2020,Gunma,6,493
2020,Saitama,6,3346
2020,Chiba,6,3719
2020,Tokyo,6,17742
2020,Kanagawa,6,6628
2020,Niigata,6,400
2020,Toyama,6,261
2020,Ishikawa,6,269
2020,Fukui,6,188
2020,Yamanashi,6,257
2020,Nagano,6,663
2020,Gifu,6,542
2020,Shizuoka,6,1211
2020,Aichi,6,3604
2020,Mie,6,486
2020,Shiga,6,629
2020,Kyoto,6,1351
2020,Osaka,6,5010
2020,Hyogo,6,2630
2020,Nara,6,590
2020,Wakayama,6,226
2020,Tottori,6,101
2020,Shimane,6,95
2020,Okayama,6,525
2020,Hiroshima,6,905
2020,Yamaguchi,6,360
2020,Tokushima,6,146
2020,Kagawa,6,232
2020,Ehime,6,301
2020,Kochi,6,146
2020,Fukuoka,6,1943
2020,Saga,6,149
2020,Nagasaki,6,253
2020,Kumamoto,6,427
2020,Oita,6,239
2020,Miyazaki,6,174
2020,Kagoshima,6,259
2020,Okinawa,6,720
2020,Hokkaido,5,772
2020,Aomori,5,212
2020,Iwate,5,96
2020,Miyagi,5,464
2020,Akita,5,76
2020,Yamagata,5,128
2020,Fukushima,5,234
2020,Ibaraki,5,721
2020,Tochigi,5,358
2020,Gunma,5,399
2020,Saitama,5,2548
2020,Chiba,5,2426
2020,Tokyo,5,1781
2020,Kanagawa,5,4673
2020,Niigata,5,276
2020,Toyama,5,183
2020,Ishikawa,5,206
2020,Fukui,5,145
2020,Yamanashi,5,185
2020,Nagano,5,459
2020,Gifu,5,414
2020,Shizuoka,5,1008
2020,Aichi,5,2641
2020,Mie,5,427
2020,Shiga,5,393
2020,Kyoto,5,1034
2020,Osaka,5,4161
2020,Hyogo,5,2250
2020,Nara,5,468
2020,Wakayama,5,176
2020,Tottori,5,91
2020,Shimane,5,72
2020,Okayama,5,504
2020,Hiroshima,5,778
2020,Yamaguchi,5,273
2020,Tokushima,5,104
2020,Kagawa,5,176
2020,Ehime,5,233
2020,Kochi,5,117
2020,Fukuoka,5,1464
2020,Saga,5,97
2020,Nagasaki,5,221
2020,Kumamoto,5,347
2020,Oita,5,195
2020,Miyazaki,5,122
2020,Kagoshima,5,198
2020,Okinawa,5,463
2020,Hokkaido,4,1114
2020,Aomori,4,209
2020,Iwate,4,154
2020,Miyagi,4,398
2020,Akita,4,102
2020,Yamagata,4,382
2020,Fukushima,4,349
2020,Ibaraki,4,1001
2020,Tochigi,4,411
2020,Gunma,4,944
2020,Saitama,4,2643
2020,Chiba,4,2641
2020,Tokyo,4,4381
2020,Kanagawa,4,4674
2020,Niigata,4,324
2020,Toyama,4,198
2020,Ishikawa,4,248
2020,Fukui,4,143
2020,Yamanashi,4,240
2020,Nagano,4,673
2020,Gifu,4,437
2020,Shizuoka,4,1187
2020,Aichi,4,2742
2020,Mie,4,530
2020,Shiga,4,576
2020,Kyoto,4,1397
2020,Osaka,4,4752
2020,Hyogo,4,1905
2020,Nara,4,507
2020,Wakayama,4,198
2020,Tottori,4,96
2020,Shimane,4,93
2020,Okayama,4,566
2020,Hiroshima,4,962
2020,Yamaguchi,4,334
2020,Tokushima,4,123
2020,Kagawa,4,202
2020,Ehime,4,266
2020,Kochi,4,135
2020,Fukuoka,4,1487
2020,Saga,4,137
2020,Nagasaki,4,344
2020,Kumamoto,4,422
2020,Oita,4,227
2020,Miyazaki,4,144
2020,Kagoshima,4,257
2020,Okinawa,4,476
2020,Hokkaido,3,3350
2020,Aomori,3,669
2020,Iwate,3,557
2020,Miyagi,3,1669
2020,Akita,3,377
2020,Yamagata,3,606
2020,Fukushima,3,1274
2020,Ibaraki,3,3099
2020,Tochigi,3,1561
2020,Gunma,3,1925
2020,Saitama,3,10518
2020,Chiba,3,10230
2020,Tokyo,3,31774
2020,Kanagawa,3,17323
2020,Niigata,3,1420
