year,city,month,application
2020,Toyama,3,773
2020,Ishikawa,3,1407
2020,Fukui,3,669
2020,Yamanashi,3,787
2020,Nagano,3,2162
2020,Gifu,3,1850
2020,Shizuoka,3,4229
2020,Aichi,3,10567
2020,Mie,3,2057
2020,Shiga,3,2210
2020,Kyoto,3,4865
2020,Osaka,3,16990
2020,Hyogo,3,6834
2020,Nara,3,1982
2020,Wakayama,3,723
2020,Tottori,3,367
2020,Shimane,3,397
2020,Okayama,3,1917
2020,Hiroshima,3,3175
2020,Yamaguchi,3,1112
2020,Tokushima,3,485
2020,Kagawa,3,875
2020,Ehime,3,919
2020,Kochi,3,438
2020,Fukuoka,3,6084
2020,Saga,3,511
2020,Nagasaki,3,998
2020,Kumamoto,3,1314
2020,Oita,3,690
2020,Miyazaki,3,646
2020,Kagoshima,3,817
2020,Okinawa,3,1545
2020,Hokkaido,2,6450
2020,Aomori,2,905
2020,Iwate,2,965
2020,Miyagi,2,2841
2020,Akita,2,600
2020,Yamagata,2,946
2020,Fukushima,2,1785
2020,Ibaraki,2,4462
2020,Tochigi,2,2856
2020,Gunma,2,2621
2020,Saitama,2,15392
2020,Chiba,2,15755
2020,Tokyo,2,49697
2020,Kanagawa,2,28117
2020,Niigata,2,2159
2020,Toyama,2,1467
2020,Ishikawa,2,2052
2020,Fukui,2,1081
2020,Yamanashi,2,1219
2020,Nagano,2,2923
2020,Gifu,2,3377
2020,Shizuoka,2,6073
2020,Aichi,2,17818
2020,Mie,2,3283
2020,Shiga,2,2963
2020,Kyoto,2,6375
2020,Osaka,2,23516
2020,Hyogo,2,13232
2020,Nara,2,2907
2020,Wakayama,2,1338
2020,Tottori,2,601
2020,Shimane,2,592
2020,Okayama,2,2989
2020,Hiroshima,2,4433
2020,Yamaguchi,2,1807
2020,Tokushima,2,941
2020,Kagawa,2,1380
2020,Ehime,2,1636
2020,Kochi,2,704
2020,Fukuoka,2,10251
2020,Saga,2,1120
2020,Nagasaki,2,1459
2020,Kumamoto,2,2401
2020,Oita,2,1435
2020,Miyazaki,2,1101
2020,Kagoshima,2,1592
2020,Okinawa,2,2400
2020,Hokkaido,1,11992
2020,Aomori,1,1606
2020,Iwate,1,1779
2020,Miyagi,1,4912
2020,Akita,1,1078
2020,Yamagata,1,1662
2020,Fukushima,1,2896
2020,Ibaraki,1,7537
2020,Tochigi,1,4858
2020,Gunma,1,4630
2020,Saitama,1,24574
2020,Chiba,1,23334
2020,Tokyo,1,68783
2020,Kanagawa,1,39954
2020,Niigata,1,4308
2020,Toyama,1,2548
2020,Ishikawa,1,3014
2020,Fukui,1,2113
2020,Yamanashi,1,2032
2020,Nagano,1,5122
2020,Gifu,1,6228
2020,Shizuoka,1,9761
2020,Aichi,1,28319
2020,Mie,1,5273
2020,Shiga,1,4638
2020,Kyoto,1,10050
2020,Osaka,1,34945
2020,Hyogo,1,19786
2020,Nara,1,4827
2020,Wakayama,1,2287
2020,Tottori,1,1061
2020,Shimane,1,1135
2020,Okayama,1,4945
2020,Hiroshima,1,7327
2020,Yamaguchi,1,2975
2020,Tokushima,1,1565
2020,Kagawa,1,2216
2020,Ehime,1,2787
2020,Kochi,1,1239
2020,Fukuoka,1,16929
2020,Saga,1,1940
2020,Nagasaki,1,2451
2020,Kumamoto,1,3853
2020,Oita,1,2303
2020,Miyazaki,1,1673
2020,Kagoshima,1,2551
2020,Okinawa,1,4402
2019,Hokkaido,12,9482
2019,Aomori,12,1351
2019,Iwate,12,1530
2019,Miyagi,12,3975
2019,Akita,12,1007
2019,Yamagata,12,1441
2019,Fukushima,12,2524
2019,Ibaraki,12,5391
2019,Tochigi,12,3691
2019,Gunma,12,3457
2019,Saitama,12,18107
2019,Chiba,12,17783
2019,Tokyo,12,54102
2019,Kanagawa,12,31173
2019,Niigata,12,3181
2019,Toyama,12,2038
2019,Ishikawa,12,2327
2019,Fukui,12,1608
2019,Yamanashi,12,1876
2019,Nagano,12,4006
2019,Gifu,12,4729
2019,Shizuoka,12,7085
2019,Aichi,12,20486
2019,Mie,12,3848
2019,Shiga,12,3721
2019,Kyoto,12,8224
2019,Osaka,12,26206
2019,Hyogo,12,14947
2019,Nara,12,3661
2019,Wakayama,12,1832
2019,Tottori,12,903
2019,Shimane,12,824
2019,Okayama,12,3582
2019,Hiroshima,12,5745
2019,Yamaguchi,12,2085
2019,Tokushima,12,1271
2019,Kagawa,12,1823
2019,Ehime,12,2564
2019,Kochi,12,932
2019,Fukuoka,12,12849
2019,Saga,12,1438
2019,Nagasaki,12,1887
2019,Kumamoto,12,2905
2019,Oita,12,1620
2019,Miyazaki,12,1362
2019,Kagoshima,12,1863
2019,Okinawa,12,3877
2019,Hokkaido,11,9390
2019,Aomori,11,1303
2019,Iwate,11,1339
2019,Miyagi,11,3614
2019,Akita,11,1012
2019,Yamagata,11,1256
2019,Fukushima,11,2136
2019,Ibaraki,11,5151
2019,Tochigi,11,3229
2019,Gunma,11,3078
2019,Saitama,11,16958
2019,Chiba,11,16244
2019,Tokyo,11,51568
2019,Kanagawa,11,29008
2019,Niigata,11,2893
2019,Toyama,11,1751
2019,Ishikawa,11,2192
2019,Fukui,11,1372
2019,Yamanashi,11,1636
2019,Nagano,11,3751
2019,Gifu,11,4205
2019,Shizuoka,11,6827
2019,Aichi,11,19668
2019,Mie,11,3719
2019,Shiga,11,3381
2019,Kyoto,11,7274
2019,Osaka,11,25018
2019,Hyogo,11,14650
2019,Nara,11,3293
2019,Wakayama,11,1708
2019,Tottori,11,672
2019,Shimane,11,640
2019,Okayama,11,3122
2019,Hiroshima,11,5153
2019,Yamaguchi,11,1826
2019,Tokushima,11,1123
2019,Kagawa,11,1714
2019,Ehime,11,2023
2019,Kochi,11,847
2019,Fukuoka,11,11979
2019,Saga,11,1361
2019,Nagasaki,11,1798
2019,Kumamoto,11,2656
2019,Oita,11,1634
2019,Miyazaki,11,1305
2019,Kagoshima,11,1791
2019,Okinawa,11,4237
2019,Hokkaido,10,9685
2019,Aomori,10,1491
2019,Iwate,10,1615
2019,Miyagi,10,3979
2019,Akita,10,1082
2019,Yamagata,10,1372
2019,Fukushima,10,2389
2019,Ibaraki,10,5614
2019,Tochigi,10,3450
2019,Gunma,10,3552
2019,Saitama,10,17529
2019,Chiba,10,16914
2019,Tokyo,10,54779
2019,Kanagawa,10,28361
2019,Niigata,10,3119
2019,Toyama,10,1816
2019,Ishikawa,10,2265
2019,Fukui,10,1521
2019,Yamanashi,10,1636
2019,Nagano,10,4084
2019,Gifu,10,4326
2019,Shizuoka,10,7615
2019,Aichi,10,20985
2019,Mie,10,3849
2019,Shiga,10,3461
2019,Kyoto,10,6917
2019,Osaka,10,25582
2019,Hyogo,10,13608
2019,Nara,10,3434
2019,Wakayama,10,1720
2019,Tottori,10,770
2019,Shimane,10,785
2019,Okayama,10,3684
2019,Hiroshima,10,5605
2019,Yamaguchi,10,1915
2019,Tokushima,10,1207
2019,Kagawa,10,1746
2019,Ehime,10,2229
2019,Kochi,10,836
2019,Fukuoka,10,13038
2019,Saga,10,1471
2019,Nagasaki,10,1774
2019,Kumamoto,10,3041
2019,Oita,10,1643
2019,Miyazaki,10,1458
2019,Kagoshima,10,1937
2019,Okinawa,10,4412
2019,Hokkaido,9,8633
2019,Aomori,9,1327
2019,Iwate,9,1413
2019,Miyagi,9,3663
2019,Akita,9,992
2019,Yamagata,9,1516
2019,Fukushima,9,2265
2019,Ibaraki,9,5234
2019,Tochigi,9,3567
2019,Gunma,9,3274
2019,Saitama,9,17832
2019,Chiba,9,15478
2019,Tokyo,9,52369
2019,Kanagawa,9,27522
2019,Niigata,9,3251
2019,Toyama,9,1760
2019,Ishikawa,9,2308
2019,Fukui,9,1506
2019,Yamanashi,9,1590
2019,Nagano,9,3828
2019,Gifu,9,4184
2019,Shizuoka,9,7481
2019,Aichi,9,20503
2019,Mie,9,3661
2019,Shiga,9,3407
2019,Kyoto,9,6826
2019,Osaka,9,24884
2019,Hyogo,9,14356
2019,Nara,9,3339
2019,Wakayama,9,1843
2019,Tottori,9,815
2019,Shimane,9,796
2019,Okayama,9,3429
2019,Hiroshima,9,5135
2019,Yamaguchi,9,1951
2019,Tokushima,9,1027
2019,Kagawa,9,1702
2019,Ehime,9,2261
2019,Kochi,9,1012
2019,Fukuoka,9,12242
2019,Saga,9,1413
2019,Nagasaki,9,1965
2019,Kumamoto,9,2858
2019,Oita,9,1798
2019,Miyazaki,9,1514
2019,Kagoshima,9,2136
2019,Okinawa,9,4017
2019,Hokkaido,8,11043
2019,Aomori,8,1721
2019,Iwate,8,2006
2019,Miyagi,8,5514
2019,Akita,8,1568
2019,Yamagata,8,2270
2019,Fukushima,8,3506
2019,Ibaraki,8,8674
2019,Tochigi,8,4641
2019,Gunma,8,5022
2019,Saitama,8,23661
2019,Chiba,8,22024
2019,Tokyo,8,68923
2019,Kanagawa,8,36781
2019,Niigata,8,5490
2019,Toyama,8,2698
2019,Ishikawa,8,3145
2019,Fukui,8,1786
2019,Yamanashi,8,2226
2019,Nagano,8,5715
2019,Gifu,8,5465
2019,Shizuoka,8,12413
2019,Aichi,8,27369
2019,Mie,8,4924
2019,Shiga,8,4959
2019,Kyoto,8,10796
2019,Osaka,8,31876
2019,Hyogo,8,20694
2019,Nara,8,4566
2019,Wakayama,8,2364
2019,Tottori,8,1339
2019,Shimane,8,1184
2019,Okayama,8,4894
2019,Hiroshima,8,8023
2019,Yamaguchi,8,2714
2019,Tokushima,8,1376
2019,Kagawa,8,2189
2019,Ehime,8,2770
2019,Kochi,8,1231
2019,Fukuoka,8,17844
2019,Saga,8,2016
2019,Nagasaki,8,3954
2019,Kumamoto,8,5020
2019,Oita,8,3029
2019,Miyazaki,8,2359
2019,Kagoshima,8,3064
2019,Okinawa,8,5070
2019,Hokkaido,7,10822
2019,Aomori,7,1481
2019,Iwate,7,1802
2019,Miyagi,7,5289
2019,Akita,7,1240
2019,Yamagata,7,2176
2019,Fukushima,7,3263
2019,Ibaraki,7,8246
2019,Tochigi,7,5045
2019,Gunma,7,4900
2019,Saitama,7,27226
2019,Chiba,7,24438
2019,Tokyo,7,80456
2019,Kanagawa,7,41414
2019,Niigata,7,4371
2019,Toyama,7,2671
2019,Ishikawa,7,3243
2019,Fukui,7,1938
2019,Yamanashi,7,2149
2019,Nagano,7,4934
2019,Gifu,7,5862
2019,Shizuoka,7,12508
2019,Aichi,7,30109
2019,Mie,7,5332
2019,Shiga,7,5597
2019,Kyoto,7,10541
2019,Osaka,7,36559
2019,Hyogo,7,20758
2019,Nara,7,5423
2019,Wakayama,7,2472
2019,Tottori,7,1214
2019,Shimane,7,1184
2019,Okayama,7,5187
2019,Hiroshima,7,8167
2019,Yamaguchi,7,3460
2019,Tokushima,7,1468
2019,Kagawa,7,2424
2019,Ehime,7,2760
2019,Kochi,7,1224
2019,Fukuoka,7,19754
2019,Saga,7,2279
2019,Nagasaki,7,3179
2019,Kumamoto,7,4855
2019,Oita,7,3101
2019,Miyazaki,7,1929
2019,Kagoshima,7,3127
2019,Okinawa,7,4818
2019,Hokkaido,6,9082
2019,Aomori,6,1505
2019,Iwate,6,1288
2019,Miyagi,6,4330
2019,Akita,6,1042
2019,Yamagata,6,1767
2019,Fukushima,6,2673
2019,Ibaraki,6,6752
2019,Tochigi,6,4329
2019,Gunma,6,4189
2019,Saitama,6,23452
2019,Chiba,6,21500
2019,Tokyo,6,72782
2019,Kanagawa,6,37355
2019,Niigata,6,3438
2019,Toyama,6,2245
2019,Ishikawa,6,3244
2019,Fukui,6,1706
2019,Yamanashi,6,1995
2019,Nagano,6,4049
2019,Gifu,6,5165
2019,Shizuoka,6,9819
2019,Aichi,6,26303
2019,Mie,6,4493
2019,Shiga,6,4566
2019,Kyoto,6,8882
2019,Osaka,6,32748
2019,Hyogo,6,21050
2019,Nara,6,4533
2019,Wakayama,6,2209
2019,Tottori,6,1086
2019,Shimane,6,921
2019,Okayama,6,4447
2019,Hiroshima,6,7295
2019,Yamaguchi,6,2724
2019,Tokushima,6,1413
2019,Kagawa,6,1913
2019,Ehime,6,2497
2019,Kochi,6,1005
2019,Fukuoka,6,17370
2019,Saga,6,1852
2019,Nagasaki,6,2595
2019,Kumamoto,6,3983
2019,Oita,6,2192
2019,Miyazaki,6,1857
2019,Kagoshima,6,2683
2019,Okinawa,6,4156
2019,Hokkaido,5,8533
2019,Aomori,5,1394
2019,Iwate,5,1383
2019,Miyagi,5,4335
2019,Akita,5,936
2019,Yamagata,5,1577
2019,Fukushima,5,2898
2019,Ibaraki,5,6515
2019,Tochigi,5,4150
2019,Gunma,5,4102
2019,Saitama,5,22318
2019,Chiba,5,20487
2019,Tokyo,5,67478
2019,Kanagawa,5,35673
2019,Niigata,5,3573
2019,Toyama,5,2158
2019,Ishikawa,5,3125
2019,Fukui,5,1710
2019,Yamanashi,5,1864
2019,Nagano,5,4005
2019,Gifu,5,5060
2019,Shizuoka,5,9140
2019,Aichi,5,25534
2019,Mie,5,4611
2019,Shiga,5,4509
2019,Kyoto,5,8870
2019,Osaka,5,31445
2019,Hyogo,5,18408
2019,Nara,5,4251
2019,Wakayama,5,2052
2019,Tottori,5,1109
2019,Shimane,5,1040
2019,Okayama,5,4205
2019,Hiroshima,5,7465
2019,Yamaguchi,5,2686
2019,Tokushima,5,1496
2019,Kagawa,5,2149
2019,Ehime,5,2350
2019,Kochi,5,1193
2019,Fukuoka,5,15851
2019,Saga,5,1848
2019,Nagasaki,5,2473
2019,Kumamoto,5,3938
2019,Oita,5,2114
2019,Miyazaki,5,1965
2019,Kagoshima,5,2546
2019,Okinawa,5,4143
2019,Hokkaido,4,8902
2019,Aomori,4,1231
2019,Iwate,4,1536
2019,Miyagi,4,3916
2019,Akita,4,900
2019,Yamagata,4,1289
2019,Fukushima,4,2913
2019,Ibaraki,4,6211
2019,Tochigi,4,3551
2019,Gunma,4,4191
2019,Saitama,4,20074
2019,Chiba,4,20084
2019,Tokyo,4,61798
2019,Kanagawa,4,33426
2019,Niigata,4,3721
2019,Toyama,4,1989
2019,Ishikawa,4,2802
2019,Fukui,4,1764
2019,Yamanashi,4,1697
2019,Nagano,4,3952
2019,Gifu,4,4612
2019,Shizuoka,4,8371
2019,Aichi,4,22824
2019,Mie,4,4088
2019,Shiga,4,4787
2019,Kyoto,4,8669
2019,Osaka,4,31399
2019,Hyogo,4,16545
2019,Nara,4,3679
2019,Wakayama,4,1764
2019,Tottori,4,918
2019,Shimane,4,903
2019,Okayama,4,3981
2019,Hiroshima,4,6075
2019,Yamaguchi,4,2489
2019,Tokushima,4,1477
2019,Kagawa,4,1845
2019,Ehime,4,2216
2019,Kochi,4,1047
2019,Fukuoka,4,15483
2019,Saga,4,1739
2019,Nagasaki,4,2248
2019,Kumamoto,4,3815
2019,Oita,4,2189
2019,Miyazaki,4,1612
2019,Kagoshima,4,2583
2019,Okinawa,4,3989
2019,Hokkaido,3,10722
2019,Aomori,3,1493
2019,Iwate,3,1793
2019,Miyagi,3,4321
2019,Akita,3,1077
2019,Yamagata,3,1528
2019,Fukushima,3,3622
2019,Ibaraki,3,6466
2019,Tochigi,3,4038
2019,Gunma,3,4376
2019,Saitama,3,23338
2019,Chiba,3,22350
2019,Tokyo,3,67289
2019,Kanagawa,3,37402
2019,Niigata,3,4539
2019,Toyama,3,2711
2019,Ishikawa,3,3361
2019,Fukui,3,2114
2019,Yamanashi,3,1862
2019,Nagano,3,4840
2019,Gifu,3,5401
2019,Shizuoka,3,10418
2019,Aichi,3,26071
2019,Mie,3,4919
2019,Shiga,3,5745
2019,Kyoto,3,9841
2019,Osaka,3,37343
2019,Hyogo,3,21761
2019,Nara,3,4484
2019,Wakayama,3,2026
2019,Tottori,3,1106
2019,Shimane,3,1037
2019,Okayama,3,4559
2019,Hiroshima,3,7083
2019,Yamaguchi,3,2861
2019,Tokushima,3,1524
2019,Kagawa,3,2397
2019,Ehime,3,2535
2019,Kochi,3,1297
2019,Fukuoka,3,17944
2019,Saga,3,1949
2019,Nagasaki,3,2506
2019,Kumamoto,3,4047
2019,Oita,3,2473
2019,Miyazaki,3,1773
2019,Kagoshima,3,2826
2019,Okinawa,3,4567
2019,Hokkaido,2,11142
2019,Aomori,2,1411
2019,Iwate,2,1619
2019,Miyagi,2,4630
2019,Akita,2,1001
2019,Yamagata,2,1633
2019,Fukushima,2,2813
2019,Ibaraki,2,6533
2019,Tochigi,2,4413
2019,Gunma,2,4168
2019,Saitama,2,21872
2019,Chiba,2,22119
2019,Tokyo,2,65051
2019,Kanagawa,2,37380
2019,Niigata,2,3626
2019,Toyama,2,2415
2019,Ishikawa,2,3002
2019,Fukui,2,1804
2019,Yamanashi,2,1947
2019,Nagano,2,4310
2019,Gifu,2,5604
2019,Shizuoka,2,9044
2019,Aichi,2,26711
2019,Mie,2,5023
2019,Shiga,2,4727
2019,Kyoto,2,9439
2019,Osaka,2,33994
2019,Hyogo,2,19478
2019,Nara,2,4612
2019,Wakayama,2,2281
2019,Tottori,2,1033
2019,Shimane,2,1011
2019,Okayama,2,4686
2019,Hiroshima,2,7051
2019,Yamaguchi,2,2778
2019,Tokushima,2,1493
2019,Kagawa,2,2243
2019,Ehime,2,2628
2019,Kochi,2,1128
2019,Fukuoka,2,17126
2019,Saga,2,2013
2019,Nagasaki,2,2520
2019,Kumamoto,2,4081
2019,Oita,2,2353
2019,Miyazaki,2,1759
2019,Kagoshima,2,2465
2019,Okinawa,2,4423
2019,Hokkaido,1,12177
2019,Aomori,1,1610
2019,Iwate,1,1981
2019,Miyagi,1,5104
2019,Akita,1,1163
2019,Yamagata,1,1791
2019,Fukushima,1,3312
2019,Ibaraki,1,7484
2019,Tochigi,1,4938
2019,Gunma,1,4942
2019,Saitama,1,24613
2019,Chiba,1,22975
2019,Tokyo,1,68092
2019,Kanagawa,1,39929
2019,Niigata,1,4181
2019,Toyama,1,2522
2019,Ishikawa,1,3234
2019,Fukui,1,2001
2019,Yamanashi,1,2285
2019,Nagano,1,5323
2019,Gifu,1,6199
2019,Shizuoka,1,10132
2019,Aichi,1,28811
2019,Mie,1,5478
2019,Shiga,1,4868
2019,Kyoto,1,10432
2019,Osaka,1,36954
2019,Hyogo,1,20277
2019,Nara,1,5017
2019,Wakayama,1,2730
2019,Tottori,1,1133
2019,Shimane,1,1159
2019,Okayama,1,4975
2019,Hiroshima,1,7695
2019,Yamaguchi,1,2978
2019,Tokushima,1,1537
2019,Kagawa,1,2233
2019,Ehime,1,2814
2019,Kochi,1,1228
2019,Fukuoka,1,17375
2019,Saga,1,2023
2019,Nagasaki,1,2678
2019,Kumamoto,1,4193
2019,Oita,1,2505
2019,Miyazaki,1,1740
2019,Kagoshima,1,2651
2019,Okinawa,1,4732
2018,Hokkaido,12,8861
2018,Aomori,12,1269
2018,Iwate,12,1407
2018,Miyagi,12,3863
2018,Akita,12,949
2018,Yamagata,12,1430
2018,Fukushima,12,2349
2018,Ibaraki,12,5234
2018,Tochigi,12,3509
2018,Gunma,12,3444
2018,Saitama,12,17537
2018,Chiba,12,16998
2018,Tokyo,12,51156
2018,Kanagawa,12,29038
2018,Niigata,12,3072
2018,Toyama,12,1798
2018,Ishikawa,12,2296
2018,Fukui,12,1762
2018,Yamanashi,12,1758
2018,Nagano,12,3905
2018,Gifu,12,4288
2018,Shizuoka,12,7104
2018,Aichi,12,20052
2018,Mie,12,3768
2018,Shiga,12,3543
2018,Kyoto,12,8010
2018,Osaka,12,25124
2018,Hyogo,12,15052
2018,Nara,12,3548
2018,Wakayama,12,1723
2018,Tottori,12,768
2018,Shimane,12,757
2018,Okayama,12,3379
2018,Hiroshima,12,5415
2018,Yamaguchi,12,2033
2018,Tokushima,12,1233
2018,Kagawa,12,1836
2018,Ehime,12,2040
2018,Kochi,12,822
2018,Fukuoka,12,12383
2018,Saga,12,1529
2018,Nagasaki,12,1874
2018,Kumamoto,12,2985
2018,Oita,12,1801
2018,Miyazaki,12,1153
2018,Kagoshima,12,1872
2018,Okinawa,12,3861
2018,Hokkaido,11,9233
2018,Aomori,11,1265
2018,Iwate,11,1437
2018,Miyagi,11,3644
2018,Akita,11,859
2018,Yamagata,11,1256
2018,Fukushima,11,2450
2018,Ibaraki,11,5321
2018,Tochigi,11,3517
2018,Gunma,11,3345
2018,Saitama,11,17647
2018,Chiba,11,16428
2018,Tokyo,11,53427
2018,Kanagawa,11,29492
2018,Niigata,11,2832
2018,Toyama,11,1816
2018,Ishikawa,11,2523
2018,Fukui,11,1494
2018,Yamanashi,11,1816
2018,Nagano,11,3985
2018,Gifu,11,4438
2018,Shizuoka,11,7135
2018,Aichi,11,20673
2018,Mie,11,3854
2018,Shiga,11,3567
2018,Kyoto,11,7312
2018,Osaka,11,25440
2018,Hyogo,11,14989
2018,Nara,11,3359
2018,Wakayama,11,1722
2018,Tottori,11,805
2018,Shimane,11,780
2018,Okayama,11,3353
2018,Hiroshima,11,5334
2018,Yamaguchi,11,2078
2018,Tokushima,11,1288
2018,Kagawa,11,1650
2018,Ehime,11,1976
2018,Kochi,11,889
2018,Fukuoka,11,12272
2018,Saga,11,1494
2018,Nagasaki,11,1863
2018,Kumamoto,11,2989
2018,Oita,11,1778
2018,Miyazaki,11,1326
2018,Kagoshima,11,1972
2018,Okinawa,11,3913
2018,Hokkaido,10,9995
2018,Aomori,10,1482
2018,Iwate,10,1522
2018,Miyagi,10,4012
2018,Akita,10,1105
2018,Yamagata,10,1456
2018,Fukushima,10,2749
2018,Ibaraki,10,5968
2018,Tochigi,10,3950
2018,Gunma,10,3611
2018,Saitama,10,19541
2018,Chiba,10,18977
2018,Tokyo,10,59062
2018,Kanagawa,10,32028
2018,Niigata,10,3441
2018,Toyama,10,2022
2018,Ishikawa,10,2377
2018,Fukui,10,1580
2018,Yamanashi,10,1838
2018,Nagano,10,4309
2018,Gifu,10,4462
2018,Shizuoka,10,7705
2018,Aichi,10,22572
2018,Mie,10,4183
2018,Shiga,10,3768
2018,Kyoto,10,7571
2018,Osaka,10,27398
2018,Hyogo,10,14038
2018,Nara,10,3718
2018,Wakayama,10,1863
2018,Tottori,10,971
2018,Shimane,10,770
2018,Okayama,10,3907
2018,Hiroshima,10,5814
2018,Yamaguchi,10,2256
2018,Tokushima,10,1272
2018,Kagawa,10,1934
2018,Ehime,10,2098
2018,Kochi,10,1011
2018,Fukuoka,10,14436
2018,Saga,10,1724
2018,Nagasaki,10,2270
2018,Kumamoto,10,3647
2018,Oita,10,1979
2018,Miyazaki,10,1543
2018,Kagoshima,10,2330
2018,Okinawa,10,4262
2018,Hokkaido,9,7432
2018,Aomori,9,1168
2018,Iwate,9,1395
2018,Miyagi,9,3411
2018,Akita,9,974
2018,Yamagata,9,1281
2018,Fukushima,9,2394
2018,Ibaraki,9,5059
2018,Tochigi,9,3432
2018,Gunma,9,3200
2018,Saitama,9,15161
2018,Chiba,9,14744
2018,Tokyo,9,47243
2018,Kanagawa,9,25810
2018,Niigata,9,2993
2018,Toyama,9,1847
2018,Ishikawa,9,2089
2018,Fukui,9,1514
2018,Yamanashi,9,1578
2018,Nagano,9,3565
2018,Gifu,9,3826
2018,Shizuoka,9,6798
2018,Aichi,9,18227
2018,Mie,9,3264
2018,Shiga,9,2931
2018,Kyoto,9,6071
2018,Osaka,9,20763
2018,Hyogo,9,14423
2018,Nara,9,2867
2018,Wakayama,9,1727
2018,Tottori,9,889
2018,Shimane,9,705
2018,Okayama,9,2990
2018,Hiroshima,9,4803
2018,Yamaguchi,9,2117
2018,Tokushima,9,1042
2018,Kagawa,9,1820
2018,Ehime,9,1847
2018,Kochi,9,1035
2018,Fukuoka,9,12791
2018,Saga,9,1703
2018,Nagasaki,9,2050
2018,Kumamoto,9,3295
2018,Oita,9,1827
2018,Miyazaki,9,1554
2018,Kagoshima,9,2089
2018,Okinawa,9,4125
2018,Hokkaido,8,11944
2018,Aomori,8,1842
2018,Iwate,8,2278
2018,Miyagi,8,5694
2018,Akita,8,1511
2018,Yamagata,8,2220
2018,Fukushima,8,3697
2018,Ibaraki,8,9320
2018,Tochigi,8,4931
2018,Gunma,8,5397
2018,Saitama,8,25268
2018,Chiba,8,24055
2018,Tokyo,8,73024
2018,Kanagawa,8,39382
2018,Niigata,8,6384
2018,Toyama,8,3032
2018,Ishikawa,8,3318
2018,Fukui,8,2216
2018,Yamanashi,8,2313
2018,Nagano,8,5919
2018,Gifu,8,6232
2018,Shizuoka,8,13690
2018,Aichi,8,28949
2018,Mie,8,5461
2018,Shiga,8,5782
2018,Kyoto,8,11432
2018,Osaka,8,36890
2018,Hyogo,8,22606
2018,Nara,8,5208
2018,Wakayama,8,2832
2018,Tottori,8,1519
2018,Shimane,8,1316
2018,Okayama,8,5142
2018,Hiroshima,8,8545
2018,Yamaguchi,8,3317
2018,Tokushima,8,1607
2018,Kagawa,8,2538
2018,Ehime,8,2830
2018,Kochi,8,1246
2018,Fukuoka,8,21919
2018,Saga,8,2636
2018,Nagasaki,8,4547
2018,Kumamoto,8,5975
2018,Oita,8,3336
2018,Miyazaki,8,2704
2018,Kagoshima,8,3445
2018,Okinawa,8,5709
2018,Hokkaido,7,10206
2018,Aomori,7,1488
2018,Iwate,7,1537
2018,Miyagi,7,4517
2018,Akita,7,1319
2018,Yamagata,7,2252
2018,Fukushima,7,3325
2018,Ibaraki,7,7349
2018,Tochigi,7,4483
2018,Gunma,7,4311
2018,Saitama,7,23934
2018,Chiba,7,21597
2018,Tokyo,7,71950
2018,Kanagawa,7,36710
2018,Niigata,7,3817
2018,Toyama,7,2480
2018,Ishikawa,7,2807
2018,Fukui,7,1864
2018,Yamanashi,7,1834
2018,Nagano,7,4028
2018,Gifu,7,5115
2018,Shizuoka,7,11230
2018,Aichi,7,25010
2018,Mie,7,4591
2018,Shiga,7,5234
2018,Kyoto,7,9152
2018,Osaka,7,32138
2018,Hyogo,7,19359
2018,Nara,7,4874
2018,Wakayama,7,2226
2018,Tottori,7,1274
2018,Shimane,7,1045
2018,Okayama,7,3925
2018,Hiroshima,7,6445
2018,Yamaguchi,7,2736
2018,Tokushima,7,1337
2018,Kagawa,7,2122
2018,Ehime,7,2200
2018,Kochi,7,1120
2018,Fukuoka,7,17577
2018,Saga,7,1952
2018,Nagasaki,7,2829
2018,Kumamoto,7,4394
2018,Oita,7,2576
2018,Miyazaki,7,1858
2018,Kagoshima,7,2690
2018,Okinawa,7,4264
2018,Hokkaido,6,8422
2018,Aomori,6,1179
2018,Iwate,6,1191
2018,Miyagi,6,4217
2018,Akita,6,948
2018,Yamagata,6,1746
2018,Fukushima,6,2730
2018,Ibaraki,6,6346
2018,Tochigi,6,4180
2018,Gunma,6,4032
2018,Saitama,6,21628
2018,Chiba,6,20586
2018,Tokyo,6,67448
2018,Kanagawa,6,35244
2018,Niigata,6,3492
2018,Toyama,6,1998
2018,Ishikawa,6,2733
2018,Fukui,6,1621
2018,Yamanashi,6,1775
2018,Nagano,6,3998
2018,Gifu,6,5121
2018,Shizuoka,6,9137
2018,Aichi,6,24474
2018,Mie,6,4568
2018,Shiga,6,4291
2018,Kyoto,6,8355
2018,Osaka,6,28773
2018,Hyogo,6,18656
2018,Nara,6,4110
2018,Wakayama,6,1889
2018,Tottori,6,1022
2018,Shimane,6,1097
2018,Okayama,6,4127
2018,Hiroshima,6,7523
2018,Yamaguchi,6,2439
2018,Tokushima,6,1302
2018,Kagawa,6,1916
2018,Ehime,6,2261
2018,Kochi,6,1058
2018,Fukuoka,6,15170
2018,Saga,6,1587
2018,Nagasaki,6,2370
2018,Kumamoto,6,3736
2018,Oita,6,2221
2018,Miyazaki,6,1728
2018,Kagoshima,6,2504
2018,Okinawa,6,3986
2018,Hokkaido,5,8309
2018,Aomori,5,1317
2018,Iwate,5,1470
2018,Miyagi,5,4623
2018,Akita,5,930
2018,Yamagata,5,1648
