year,month,gender,age,value
2015,12,female,70-79,7629
2015,12,female,over_80,6506
2015,12,female,under_19,10594
2015,12,male,20-29,6207
2015,12,male,30-39,7812
2015,12,male,40-49,9284
2015,12,male,50-59,7751
2015,12,male,60-69,8896
2015,12,male,70-79,6381
2015,12,male,over_80,3521
2015,12,male,under_19,11142
2016,1,female,20-29,5935
2016,1,female,30-39,7538
2016,1,female,40-49,9026
2016,1,female,50-59,7727
2016,1,female,60-69,9349
2016,1,female,70-79,7614
2016,1,female,over_80,6514
2016,1,female,under_19,10603
2016,1,male,20-29,6207
2016,1,male,30-39,7801
2016,1,male,40-49,9300
2016,1,male,50-59,7761
2016,1,male,60-69,8909
2016,1,male,70-79,6369
2016,1,male,over_80,3528
2016,1,male,under_19,11150
2016,2,female,20-29,5924
2016,2,female,30-39,7508
2016,2,female,40-49,9035
2016,2,female,50-59,7697
2016,2,female,60-69,9368
2016,2,female,70-79,7571
2016,2,female,over_80,6563
2016,2,female,under_19,10586
2016,2,male,20-29,6197
2016,2,male,30-39,7771
2016,2,male,40-49,9309
2016,2,male,50-59,7734
2016,2,male,60-69,8926
2016,2,male,70-79,6338
2016,2,male,over_80,3561
2016,2,male,under_19,11131
2016,3,female,20-29,5917
2016,3,female,30-39,7488
2016,3,female,40-49,9050
2016,3,female,50-59,7679
2016,3,female,60-69,9379
2016,3,female,70-79,7548
2016,3,female,over_80,6589
2016,3,female,under_19,10578
2016,3,male,20-29,6191
2016,3,male,30-39,7751
2016,3,male,40-49,9323
2016,3,male,50-59,7716
2016,3,male,60-69,8935
2016,3,male,70-79,6321
2016,3,male,over_80,3582
2016,3,male,under_19,11123
2016,4,female,20-29,5910
2016,4,female,30-39,7470
2016,4,female,40-49,9075
2016,4,female,50-59,7661
2016,4,female,60-69,9395
2016,4,female,70-79,7521
2016,4,female,over_80,6622
2016,4,female,under_19,10579
2016,4,male,20-29,6185
2016,4,male,30-39,7730
2016,4,male,40-49,9343
2016,4,male,50-59,7696
2016,4,male,60-69,8950
2016,4,male,70-79,6302
2016,4,male,over_80,3604
2016,4,male,under_19,11123
2016,5,female,20-29,5903
2016,5,female,30-39,7448
2016,5,female,40-49,9091
2016,5,female,50-59,7646
2016,5,female,60-69,9409
2016,5,female,70-79,7510
2016,5,female,over_80,6635
2016,5,female,under_19,10563
2016,5,male,20-29,6179
2016,5,male,30-39,7707
2016,5,male,40-49,9363
2016,5,male,50-59,7683
2016,5,male,60-69,8965
2016,5,male,70-79,6293
2016,5,male,over_80,3613
2016,5,male,under_19,11106
2016,6,female,20-29,5901
2016,6,female,30-39,7428
2016,6,female,40-49,9115
2016,6,female,50-59,7634
2016,6,female,60-69,9416
2016,6,female,70-79,7504
2016,6,female,over_80,6644
2016,6,female,under_19,10552
2016,6,male,20-29,6177
2016,6,male,30-39,7686
2016,6,male,40-49,9388
2016,6,male,50-59,7670
2016,6,male,60-69,8972
2016,6,male,70-79,6288
2016,6,male,over_80,3621
2016,6,male,under_19,11095
2016,7,female,20-29,5899
2016,7,female,30-39,7412
2016,7,female,40-49,9145
2016,7,female,50-59,7627
2016,7,female,60-69,9418
2016,7,female,70-79,7506
2016,7,female,over_80,6653
2016,7,female,under_19,10555
2016,7,male,20-29,6173
2016,7,male,30-39,7669
2016,7,male,40-49,9412
2016,7,male,50-59,7662
2016,7,male,60-69,8971
2016,7,male,70-79,6291
2016,7,male,over_80,3628
2016,7,male,under_19,11095
2016,8,female,20-29,5896
2016,8,female,30-39,7396
2016,8,female,40-49,9171
2016,8,female,50-59,7620
2016,8,female,60-69,9411
2016,8,female,70-79,7515
2016,8,female,over_80,6667
2016,8,female,under_19,10550
2016,8,male,20-29,6170
2016,8,male,30-39,7651
2016,8,male,40-49,9439
2016,8,male,50-59,7657
2016,8,male,60-69,8965
2016,8,male,70-79,6300
2016,8,male,over_80,3639
2016,8,male,under_19,11090
2016,9,female,20-29,5884
2016,9,female,30-39,7370
2016,9,female,40-49,9179
2016,9,female,50-59,7610
2016,9,female,60-69,9399
2016,9,female,70-79,7524
2016,9,female,over_80,6681
2016,9,female,under_19,10521
2016,9,male,20-29,6161
2016,9,male,30-39,7630
2016,9,male,40-49,9459
2016,9,male,50-59,7651
2016,9,male,60-69,8953
2016,9,male,70-79,6311
2016,9,male,over_80,3650
2016,9,male,under_19,11063
2016,10,female,20-29,5874
2016,10,female,30-39,7352
2016,10,female,40-49,9198
2016,10,female,50-59,7600
2016,10,female,60-69,9382
2016,10,female,70-79,7542
2016,10,female,over_80,6697
2016,10,female,under_19,10509
2016,10,male,20-29,6153
2016,10,male,30-39,7612
2016,10,male,40-49,9480
2016,10,male,50-59,7643
2016,10,male,60-69,8937
2016,10,male,70-79,6331
2016,10,male,over_80,3660
2016,10,male,under_19,11050
2016,11,female,20-29,5868
2016,11,female,30-39,7337
2016,11,female,40-49,9214
2016,11,female,50-59,7592
2016,11,female,60-69,9360
2016,11,female,70-79,7561
2016,11,female,over_80,6709
2016,11,female,under_19,10497
2016,11,male,20-29,6148
2016,11,male,30-39,7596
2016,11,male,40-49,9495
2016,11,male,50-59,7635
2016,11,male,60-69,8917
2016,11,male,70-79,6348
2016,11,male,over_80,3670
2016,11,male,under_19,11039
2016,12,female,20-29,5864
2016,12,female,30-39,7322
2016,12,female,40-49,9224
2016,12,female,50-59,7586
2016,12,female,60-69,9337
2016,12,female,70-79,7579
2016,12,female,over_80,6721
2016,12,female,under_19,10489
2016,12,male,20-29,6145
2016,12,male,30-39,7582
2016,12,male,40-49,9507
2016,12,male,50-59,7631
2016,12,male,60-69,8894
2016,12,male,70-79,6364
2016,12,male,over_80,3682
2016,12,male,under_19,11028
2017,1,female,20-29,5869
2017,1,female,30-39,7316
2017,1,female,40-49,9244
2017,1,female,50-59,7593
2017,1,female,60-69,9327
2017,1,female,70-79,7589
2017,1,female,over_80,6720
2017,1,female,under_19,10495
2017,1,male,20-29,6148
2017,1,male,30-39,7574
2017,1,male,40-49,9517
2017,1,male,50-59,7645
2017,1,male,60-69,8882
2017,1,male,70-79,6376
2017,1,male,over_80,3683
2017,1,male,under_19,11033
2017,2,female,20-29,5861
2017,2,female,30-39,7294
2017,2,female,40-49,9210
2017,2,female,50-59,7601
2017,2,female,60-69,9281
2017,2,female,70-79,7611
2017,2,female,over_80,6761
2017,2,female,under_19,10474
2017,2,male,20-29,6140
2017,2,male,30-39,7554
2017,2,male,40-49,9494
2017,2,male,50-59,7652
2017,2,male,60-69,8841
2017,2,male,70-79,6402
2017,2,male,over_80,3711
2017,2,male,under_19,11013
2017,3,female,20-29,5853
2017,3,female,30-39,7277
2017,3,female,40-49,9189
2017,3,female,50-59,7615
2017,3,female,60-69,9251
2017,3,female,70-79,7627
2017,3,female,over_80,6786
2017,3,female,under_19,10465
2017,3,male,20-29,6135
2017,3,male,30-39,7535
2017,3,male,40-49,9471
2017,3,male,50-59,7665
2017,3,male,60-69,8810
2017,3,male,70-79,6422
2017,3,male,over_80,3729
2017,3,male,under_19,11001
2017,4,female,20-29,5847
2017,4,female,30-39,7266
2017,4,female,40-49,9173
2017,4,female,50-59,7638
2017,4,female,60-69,9217
2017,4,female,70-79,7638
2017,4,female,over_80,6819
2017,4,female,under_19,10462
2017,4,male,20-29,6129
2017,4,male,30-39,7519
2017,4,male,40-49,9450
2017,4,male,50-59,7687
2017,4,male,60-69,8778
2017,4,male,70-79,6438
2017,4,male,over_80,3753
2017,4,male,under_19,10998
2017,5,female,20-29,5840
2017,5,female,30-39,7246
2017,5,female,40-49,9160
2017,5,female,50-59,7653
2017,5,female,60-69,9191
2017,5,female,70-79,7663
2017,5,female,over_80,6835
2017,5,female,under_19,10446
2017,5,male,20-29,6124
2017,5,male,30-39,7499
2017,5,male,40-49,9439
2017,5,male,50-59,7702
2017,5,male,60-69,8754
2017,5,male,70-79,6462
2017,5,male,over_80,3764
2017,5,male,under_19,10982
2017,6,female,20-29,5840
2017,6,female,30-39,7228
2017,6,female,40-49,9156
2017,6,female,50-59,7671
2017,6,female,60-69,9165
2017,6,female,70-79,7686
2017,6,female,over_80,6846
2017,6,female,under_19,10435
2017,6,male,20-29,6122
2017,6,male,30-39,7481
2017,6,male,40-49,9435
2017,6,male,50-59,7721
2017,6,male,60-69,8730
2017,6,male,70-79,6484
2017,6,male,over_80,3773
2017,6,male,under_19,10970
2017,7,female,20-29,5840
2017,7,female,30-39,7214
2017,7,female,40-49,9163
2017,7,female,50-59,7687
2017,7,female,60-69,9136
2017,7,female,70-79,7713
2017,7,female,over_80,6853
2017,7,female,under_19,10436
2017,7,male,20-29,6121
2017,7,male,30-39,7465
2017,7,male,40-49,9437
2017,7,male,50-59,7739
2017,7,male,60-69,8701
2017,7,male,70-79,6510
2017,7,male,over_80,3780
2017,7,male,under_19,10969
2017,8,female,20-29,5839
2017,8,female,30-39,7198
2017,8,female,40-49,9164
2017,8,female,50-59,7706
2017,8,female,60-69,9099
2017,8,female,70-79,7749
2017,8,female,over_80,6864
2017,8,female,under_19,10430
2017,8,male,20-29,6118
2017,8,male,30-39,7447
2017,8,male,40-49,9436
2017,8,male,50-59,7759
2017,8,male,60-69,8667
2017,8,male,70-79,6544
2017,8,male,over_80,3789
2017,8,male,under_19,10961
2017,9,female,20-29,5827
2017,9,female,30-39,7173
2017,9,female,40-49,9150
2017,9,female,50-59,7720
2017,9,female,60-69,9057
2017,9,female,70-79,7784
2017,9,female,over_80,6880
2017,9,female,under_19,10400
2017,9,male,20-29,6109
2017,9,male,30-39,7428
2017,9,male,40-49,9432
2017,9,male,50-59,7778
2017,9,male,60-69,8630
2017,9,male,70-79,6578
2017,9,male,over_80,3801
2017,9,male,under_19,10933
2017,10,female,20-29,5818
2017,10,female,30-39,7155
2017,10,female,40-49,9147
2017,10,female,50-59,7736
2017,10,female,60-69,9014
2017,10,female,70-79,7814
2017,10,female,over_80,6900
2017,10,female,under_19,10387
2017,10,male,20-29,6102
2017,10,male,30-39,7410
2017,10,male,40-49,9432
2017,10,male,50-59,7797
2017,10,male,60-69,8591
2017,10,male,70-79,6608
2017,10,male,over_80,3816
2017,10,male,under_19,10920
2017,11,female,20-29,5813
2017,11,female,30-39,7138
2017,11,female,40-49,9144
2017,11,female,50-59,7752
2017,11,female,60-69,8972
2017,11,female,70-79,7842
2017,11,female,over_80,6921
2017,11,female,under_19,10377
2017,11,male,20-29,6098
2017,11,male,30-39,7392
2017,11,male,40-49,9430
2017,11,male,50-59,7811
2017,11,male,60-69,8551
2017,11,male,70-79,6634
2017,11,male,over_80,3832
2017,11,male,under_19,10910
2017,12,female,20-29,5810
2017,12,female,30-39,7124
2017,12,female,40-49,9139
2017,12,female,50-59,7762
2017,12,female,60-69,8937
2017,12,female,70-79,7859
2017,12,female,over_80,6940
2017,12,female,under_19,10368
2017,12,male,20-29,6095
2017,12,male,30-39,7378
2017,12,male,40-49,9426
2017,12,male,50-59,7822
2017,12,male,60-69,8518
2017,12,male,70-79,6650
2017,12,male,over_80,3850
2017,12,male,under_19,10900
2018,1,female,20-29,5818
2018,1,female,30-39,7118
2018,1,female,40-49,9145
2018,1,female,50-59,7780
2018,1,female,60-69,8915
2018,1,female,70-79,7873
2018,1,female,over_80,6946
2018,1,female,under_19,10374
2018,1,male,20-29,6103
2018,1,male,30-39,7370
2018,1,male,40-49,9429
2018,1,male,50-59,7840
2018,1,male,60-69,8497
2018,1,male,70-79,6667
2018,1,male,over_80,3852
2018,1,male,under_19,10903
2018,2,female,20-29,5812
2018,2,female,30-39,7093
2018,2,female,40-49,9124
2018,2,female,50-59,7770
2018,2,female,60-69,8861
2018,2,female,70-79,7909
2018,2,female,over_80,6985
2018,2,female,under_19,10352
2018,2,male,20-29,6096
2018,2,male,30-39,7345
2018,2,male,40-49,9410
2018,2,male,50-59,7832
2018,2,male,60-69,8446
2018,2,male,70-79,6703
2018,2,male,over_80,3881
2018,2,male,under_19,10881
2018,3,female,20-29,5806
2018,3,female,30-39,7076
2018,3,female,40-49,9114
2018,3,female,50-59,7772
2018,3,female,60-69,8818
2018,3,female,70-79,7939
2018,3,female,over_80,7006
2018,3,female,under_19,10342
2018,3,male,20-29,6093
2018,3,male,30-39,7328
2018,3,male,40-49,9400
2018,3,male,50-59,7837
2018,3,male,60-69,8406
2018,3,male,70-79,6734
2018,3,male,over_80,3896
2018,3,male,under_19,10869
2018,4,female,20-29,5803
2018,4,female,30-39,7063
2018,4,female,40-49,9109
2018,4,female,50-59,7778
2018,4,female,60-69,8779
2018,4,female,70-79,7964
2018,4,female,over_80,7033
2018,4,female,under_19,10336
2018,4,male,20-29,6090
2018,4,male,30-39,7313
2018,4,male,40-49,9390
2018,4,male,50-59,7843
2018,4,male,60-69,8371
2018,4,male,70-79,6761
2018,4,male,over_80,3914
2018,4,male,under_19,10863
2018,5,female,20-29,5799
2018,5,female,30-39,7045
2018,5,female,40-49,9094
2018,5,female,50-59,7788
2018,5,female,60-69,8750
2018,5,female,70-79,7996
2018,5,female,over_80,7044
2018,5,female,under_19,10319
2018,5,male,20-29,6088
2018,5,male,30-39,7294
2018,5,male,40-49,9377
2018,5,male,50-59,7853
2018,5,male,60-69,8345
2018,5,male,70-79,6791
2018,5,male,over_80,3923
2018,5,male,under_19,10846
2018,6,female,20-29,5799
2018,6,female,30-39,7026
2018,6,female,40-49,9093
2018,6,female,50-59,7801
2018,6,female,60-69,8725
2018,6,female,70-79,8025
2018,6,female,over_80,7049
2018,6,female,under_19,10309
2018,6,male,20-29,6088
2018,6,male,30-39,7274
2018,6,male,40-49,9374
2018,6,male,50-59,7866
2018,6,male,60-69,8322
2018,6,male,70-79,6819
2018,6,male,over_80,3926
2018,6,male,under_19,10834
2018,7,female,20-29,5801
2018,7,female,30-39,7012
2018,7,female,40-49,9099
2018,7,female,50-59,7814
2018,7,female,60-69,8700
2018,7,female,70-79,8056
2018,7,female,over_80,7051
2018,7,female,under_19,10308
2018,7,male,20-29,6089
2018,7,male,30-39,7258
2018,7,male,40-49,9373
2018,7,male,50-59,7880
2018,7,male,60-69,8301
2018,7,male,70-79,6846
2018,7,male,over_80,3930
2018,7,male,under_19,10831
2018,8,female,20-29,5803
2018,8,female,30-39,6995
2018,8,female,40-49,9096
2018,8,female,50-59,7831
2018,8,female,60-69,8675
2018,8,female,70-79,8090
2018,8,female,over_80,7055
2018,8,female,under_19,10299
2018,8,male,20-29,6090
2018,8,male,30-39,7241
2018,8,male,40-49,9369
2018,8,male,50-59,7899
2018,8,male,60-69,8276
2018,8,male,70-79,6876
2018,8,male,over_80,3934
2018,8,male,under_19,10822
2018,9,female,20-29,5791
2018,9,female,30-39,6976
2018,9,female,40-49,9079
2018,9,female,50-59,7843
2018,9,female,60-69,8644
2018,9,female,70-79,8125
2018,9,female,over_80,7062
2018,9,female,under_19,10267
2018,9,male,20-29,6081
2018,9,male,30-39,7225
2018,9,male,40-49,9363
2018,9,male,50-59,7916
2018,9,male,60-69,8248
2018,9,male,70-79,6908
2018,9,male,over_80,3940
2018,9,male,under_19,10791
2018,10,female,20-29,5782
2018,10,female,30-39,6961
2018,10,female,40-49,9073
2018,10,female,50-59,7853
2018,10,female,60-69,8615
2018,10,female,70-79,8159
2018,10,female,over_80,7069
2018,10,female,under_19,10251
2018,10,male,20-29,6074
2018,10,male,30-39,7213
2018,10,male,40-49,9359
2018,10,male,50-59,7930
2018,10,male,60-69,8222
2018,10,male,70-79,6940
2018,10,male,over_80,3945
2018,10,male,under_19,10773
2018,11,female,20-29,5776
2018,11,female,30-39,6949
2018,11,female,40-49,9067
2018,11,female,50-59,7862
2018,11,female,60-69,8585
2018,11,female,70-79,8193
2018,11,female,over_80,7076
2018,11,female,under_19,10238
2018,11,male,20-29,6070
2018,11,male,30-39,7200
2018,11,male,40-49,9352
2018,11,male,50-59,7938
2018,11,male,60-69,8194
2018,11,male,70-79,6970
2018,11,male,over_80,3953
2018,11,male,under_19,10760
2018,12,female,20-29,5772
2018,12,female,30-39,6936
2018,12,female,40-49,9060
2018,12,female,50-59,7870
2018,12,female,60-69,8553
2018,12,female,70-79,8225
2018,12,female,over_80,7083
2018,12,female,under_19,10230
2018,12,male,20-29,6067
2018,12,male,30-39,7187
2018,12,male,40-49,9345
2018,12,male,50-59,7947
2018,12,male,60-69,8165
2018,12,male,70-79,6997
2018,12,male,over_80,3960
2018,12,male,under_19,10750
2019,1,female,20-29,5782
2019,1,female,30-39,6929
2019,1,female,40-49,9060
2019,1,female,50-59,7887
2019,1,female,60-69,8536
2019,1,female,70-79,8250
2019,1,female,over_80,7078
2019,1,female,under_19,10233
2019,1,male,20-29,6075
2019,1,male,30-39,7178
2019,1,male,40-49,9343
2019,1,male,50-59,7965
2019,1,male,60-69,8147
2019,1,male,70-79,7019
2019,1,male,over_80,3960
2019,1,male,under_19,10751
2019,2,female,20-29,5776
2019,2,female,30-39,6905
2019,2,female,40-49,9034
2019,2,female,50-59,7880
2019,2,female,60-69,8480
2019,2,female,70-79,8291
2019,2,female,over_80,7113
2019,2,female,under_19,10210
2019,2,male,20-29,6070
2019,2,male,30-39,7155
2019,2,male,40-49,9318
2019,2,male,50-59,7962
2019,2,male,60-69,8097
2019,2,male,70-79,7061
2019,2,male,over_80,3982
2019,2,male,under_19,10727
2019,3,female,20-29,5772
2019,3,female,30-39,6890
2019,3,female,40-49,9017
2019,3,female,50-59,7884
2019,3,female,60-69,8445
2019,3,female,70-79,8322
2019,3,female,over_80,7129
2019,3,female,under_19,10195
2019,3,male,20-29,6069
2019,3,male,30-39,7137
2019,3,male,40-49,9302
2019,3,male,50-59,7965
2019,3,male,60-69,8065
2019,3,male,70-79,7090
2019,3,male,over_80,3995
2019,3,male,under_19,10713
2019,4,female,20-29,5770
2019,4,female,30-39,6877
2019,4,female,40-49,9007
2019,4,female,50-59,7891
2019,4,female,60-69,8408
2019,4,female,70-79,8353
2019,4,female,over_80,7149
2019,4,female,under_19,10187
2019,4,male,20-29,6067
2019,4,male,30-39,7122
2019,4,male,40-49,9287
2019,4,male,50-59,7973
2019,4,male,60-69,8035
2019,4,male,70-79,7121
2019,4,male,over_80,4009
2019,4,male,under_19,10704
2019,5,female,20-29,5769
2019,5,female,30-39,6863
2019,5,female,40-49,8986
2019,5,female,50-59,7901
2019,5,female,60-69,8382
2019,5,female,70-79,8390
2019,5,female,over_80,7154
2019,5,female,under_19,10168
2019,5,male,20-29,6066
2019,5,male,30-39,7107
2019,5,male,40-49,9268
2019,5,male,50-59,7983
2019,5,male,60-69,8011
2019,5,male,70-79,7154
2019,5,male,over_80,4013
2019,5,male,under_19,10684
2019,6,female,20-29,5769
2019,6,female,30-39,6848
2019,6,female,40-49,8978
2019,6,female,50-59,7914
2019,6,female,60-69,8355
2019,6,female,70-79,8424
2019,6,female,over_80,7155
2019,6,female,under_19,10158
2019,6,male,20-29,6068
2019,6,male,30-39,7091
2019,6,male,40-49,9259
2019,6,male,50-59,7998
2019,6,male,60-69,7987
2019,6,male,70-79,7184
2019,6,male,over_80,4014
2019,6,male,under_19,10671
2019,7,female,20-29,5773
2019,7,female,30-39,6834
2019,7,female,40-49,8979
2019,7,female,50-59,7932
2019,7,female,60-69,8329
2019,7,female,70-79,8455
2019,7,female,over_80,7155
2019,7,female,under_19,10157
2019,7,male,20-29,6070
2019,7,male,30-39,7075
2019,7,male,40-49,9251
2019,7,male,50-59,8014
2019,7,male,60-69,7962
2019,7,male,70-79,7211
2019,7,male,over_80,4016
2019,7,male,under_19,10668
2019,8,female,20-29,5775
2019,8,female,30-39,6819
2019,8,female,40-49,8973
2019,8,female,50-59,7949
2019,8,female,60-69,8298
2019,8,female,70-79,8489
2019,8,female,over_80,7161
2019,8,female,under_19,10148
2019,8,male,20-29,6072
2019,8,male,30-39,7059
2019,8,male,40-49,9245
2019,8,male,50-59,8033
2019,8,male,60-69,7935
2019,8,male,70-79,7243
2019,8,male,over_80,4022
2019,8,male,under_19,10660
2019,9,female,20-29,5765
2019,9,female,30-39,6797
2019,9,female,40-49,8955
2019,9,female,50-59,7960
2019,9,female,60-69,8265
2019,9,female,70-79,8523
2019,9,female,over_80,7168
2019,9,female,under_19,10115
2019,9,male,20-29,6067
2019,9,male,30-39,7041
2019,9,male,40-49,9239
2019,9,male,50-59,8049
2019,9,male,60-69,7905
2019,9,male,70-79,7272
2019,9,male,over_80,4028
2019,9,male,under_19,10626
2019,10,female,20-29,5759
2019,10,female,30-39,6780
2019,10,female,40-49,8948
2019,10,female,50-59,7972
2019,10,female,60-69,8230
2019,10,female,70-79,8555
2019,10,female,over_80,7180
2019,10,female,under_19,10100
2019,10,male,20-29,6063
2019,10,male,30-39,7024
2019,10,male,40-49,9233
2019,10,male,50-59,8064
2019,10,male,60-69,7874
2019,10,male,70-79,7301
2019,10,male,over_80,4039
2019,10,male,under_19,10610
2019,11,female,20-29,5756
2019,11,female,30-39,6762
2019,11,female,40-49,8942
2019,11,female,50-59,7984
2019,11,female,60-69,8195
2019,11,female,70-79,8584
2019,11,female,over_80,7193
2019,11,female,under_19,10088
2019,11,male,20-29,6060
2019,11,male,30-39,7006
2019,11,male,40-49,9227
2019,11,male,50-59,8074
2019,11,male,60-69,7842
2019,11,male,70-79,7326
2019,11,male,over_80,4050
2019,11,male,under_19,10597
2019,12,female,20-29,5755
2019,12,female,30-39,6748
2019,12,female,40-49,8936
2019,12,female,50-59,7992
2019,12,female,60-69,8161
2019,12,female,70-79,8605
2019,12,female,over_80,7208
2019,12,female,under_19,10077
2019,12,male,20-29,6060
2019,12,male,30-39,6994
2019,12,male,40-49,9219
2019,12,male,50-59,8086
2019,12,male,60-69,7811
2019,12,male,70-79,7345
2019,12,male,over_80,4063
2019,12,male,under_19,10585
2020,1,female,20-29,5764
2020,1,female,30-39,6742
2020,1,female,40-49,8935
2020,1,female,50-59,8013
2020,1,female,60-69,8130
2020,1,female,70-79,8636
2020,1,female,over_80,7205
2020,1,female,under_19,10081
2020,1,male,20-29,6068
2020,1,male,30-39,6985
2020,1,male,40-49,9214
2020,1,male,50-59,8108
2020,1,male,60-69,7787
2020,1,male,70-79,7368
2020,1,male,over_80,4064
2020,1,male,under_19,10587
2020,2,female,20-29,5763
2020,2,female,30-39,6719
2020,2,female,40-49,8905
2020,2,female,50-59,8009
2020,2,female,60-69,8098
2020,2,female,70-79,8642
2020,2,female,over_80,7249
2020,2,female,under_19,10057
2020,2,male,20-29,6066
2020,2,male,30-39,6962
2020,2,male,40-49,9184
2020,2,male,50-59,8104
2020,2,male,60-69,7752
2020,2,male,70-79,7383
2020,2,male,over_80,4095
2020,2,male,under_19,10561
2020,3,female,20-29,5765
2020,3,female,30-39,6702
2020,3,female,40-49,8888
2020,3,female,50-59,8013
2020,3,female,60-69,8069
2020,3,female,70-79,8657
2020,3,female,over_80,7274
2020,3,female,under_19,10041
2020,3,male,20-29,6068
2020,3,male,30-39,6941
2020,3,male,40-49,9160
2020,3,male,50-59,8100
2020,3,male,60-69,7724
2020,3,male,70-79,7398
2020,3,male,over_80,4115
2020,3,male,under_19,10545
2020,4,female,20-29,5772
2020,4,female,30-39,6690
2020,4,female,40-49,8872
2020,4,female,50-59,8020
2020,4,female,60-69,8044
2020,4,female,70-79,8667
2020,4,female,over_80,7301
2020,4,female,under_19,10031
2020,4,male,20-29,6075
2020,4,male,30-39,6927
2020,4,male,40-49,9139
2020,4,male,50-59,8105
2020,4,male,60-69,7702
2020,4,male,70-79,7409
2020,4,male,over_80,4136
2020,4,male,under_19,10533
2020,5,female,20-29,5774
2020,5,female,30-39,6678
2020,5,female,40-49,8854
2020,5,female,50-59,8030
2020,5,female,60-69,8029
2020,5,female,70-79,8683
2020,5,female,over_80,7317
2020,5,female,under_19,10020
2020,5,male,20-29,6077
2020,5,male,30-39,6915
2020,5,male,40-49,9122
2020,5,male,50-59,8119
2020,5,male,60-69,7690
2020,5,male,70-79,7423
2020,5,male,over_80,4146
2020,5,male,under_19,10523
2020,6,female,20-29,5774
2020,6,female,30-39,6666
2020,6,female,40-49,8841
2020,6,female,50-59,8046
2020,6,female,60-69,8015
2020,6,female,70-79,8698
2020,6,female,over_80,7326
2020,6,female,under_19,10005
2020,6,male,20-29,6079
2020,6,male,30-39,6902
2020,6,male,40-49,9109
2020,6,male,50-59,8137
2020,6,male,60-69,7677
2020,6,male,70-79,7437
2020,6,male,over_80,4154
2020,6,male,under_19,10506
2020,7,female,20-29,5775
2020,7,female,30-39,6654
2020,7,female,40-49,8829
2020,7,female,50-59,8064
2020,7,female,60-69,7998
2020,7,female,70-79,8711
2020,7,female,over_80,7336
2020,7,female,under_19,9995
2020,7,male,20-29,6080
2020,7,male,30-39,6888
2020,7,male,40-49,9097
2020,7,male,50-59,8157
2020,7,male,60-69,7664
2020,7,male,70-79,7448
2020,7,male,over_80,4163
2020,7,male,under_19,10493
2020,8,female,20-29,5776
2020,8,female,30-39,6640
2020,8,female,40-49,8816
2020,8,female,50-59,8086
2020,8,female,60-69,7976
2020,8,female,70-79,8728
2020,8,female,over_80,7351
2020,8,female,under_19,9982
2020,8,male,20-29,6082
2020,8,male,30-39,6874
2020,8,male,40-49,9081
2020,8,male,50-59,8180
2020,8,male,60-69,7644
2020,8,male,70-79,7465
2020,8,male,over_80,4176
2020,8,male,under_19,10481
2020,9,female,20-29,5775
2020,9,female,30-39,6625
2020,9,female,40-49,8801
2020,9,female,50-59,8102
2020,9,female,60-69,7955
2020,9,female,70-79,8745
2020,9,female,over_80,7365
2020,9,female,under_19,9966
2020,9,male,20-29,6082
2020,9,male,30-39,6857
2020,9,male,40-49,9067
2020,9,male,50-59,8197
2020,9,male,60-69,7624
2020,9,male,70-79,7481
2020,9,male,over_80,4186
2020,9,male,under_19,10461
2020,10,female,20-29,5814
2020,10,female,30-39,6671
2020,10,female,40-49,8821
2020,10,female,50-59,8137
2020,10,female,60-69,7914
2020,10,female,70-79,8725
2020,10,female,over_80,7354
2020,10,female,under_19,9961
2020,10,male,20-29,6054
2020,10,male,30-39,6921
2020,10,male,40-49,9118
2020,10,male,50-59,8241
2020,10,male,60-69,7609
2020,10,male,70-79,7446
2020,10,male,over_80,4145
2020,10,male,under_19,10469
2020,11,female,20-29,5814
2020,11,female,30-39,6657
2020,11,female,40-49,8811
2020,11,female,50-59,8150
2020,11,female,60-69,7890
2020,11,female,70-79,8736
2020,11,female,over_80,7372
2020,11,female,under_19,9946
2020,11,male,20-29,6054
2020,11,male,30-39,6906
2020,11,male,40-49,9107
2020,11,male,50-59,8255
2020,11,male,60-69,7587
2020,11,male,70-79,7456
2020,11,male,over_80,4160
2020,11,male,under_19,10453
2020,12,female,20-29,5815
2020,12,female,30-39,6646
2020,12,female,40-49,8797
2020,12,female,50-59,8161
2020,12,female,60-69,7867
2020,12,female,70-79,8743
2020,12,female,over_80,7390
2020,12,female,under_19,9931
2020,12,male,20-29,6055
2020,12,male,30-39,6894
2020,12,male,40-49,9093
2020,12,male,50-59,8268
2020,12,male,60-69,7566
2020,12,male,70-79,7462
2020,12,male,over_80,4176
2020,12,male,under_19,10438
2021,1,female,20-29,5817
2021,1,female,30-39,6636
2021,1,female,40-49,8778
2021,1,female,50-59,8182
2021,1,female,60-69,7848
2021,1,female,70-79,8756
2021,1,female,over_80,7393
2021,1,female,under_19,9919
2021,1,male,20-29,6058
2021,1,male,30-39,6885
2021,1,male,40-49,9075
2021,1,male,50-59,8290
2021,1,male,60-69,7544
2021,1,male,70-79,7477
2021,1,male,over_80,4180
2021,1,male,under_19,10424
2021,2,female,20-29,5815
2021,2,female,30-39,6621
2021,2,female,40-49,8754
2021,2,female,50-59,8187
2021,2,female,60-69,7807
2021,2,female,70-79,8762
2021,2,female,over_80,7438
2021,2,female,under_19,9897
2021,2,male,20-29,6055
2021,2,male,30-39,6869
2021,2,male,40-49,9048
2021,2,male,50-59,8295
