Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,10.018000,10.601000,9.860600,10.502000,10.502000,0
2014-02-01,10.587000,10.758000,10.191000,10.468000,10.468000,0
2014-03-01,10.468000,10.583000,10.043000,10.388000,10.388000,0
2014-04-01,10.279000,10.301000,9.922500,10.032000,10.032000,0
2014-05-01,10.099000,10.174000,9.837900,10.018000,10.018000,0
2014-06-01,10.018000,10.037000,9.893500,9.989400,9.989400,0
2014-07-01,9.981100,10.214000,9.855600,9.952200,9.952200,0
2014-08-01,9.990800,10.218000,9.564900,9.728500,9.728500,0
2014-09-01,9.730300,9.773900,9.370300,9.619200,9.619200,0
2014-10-01,9.611000,10.100000,9.529000,9.651500,9.651500,0
2014-11-01,9.341900,9.546900,9.141600,9.160200,9.160200,0
2014-12-01,9.155700,9.386100,9.088600,9.166200,9.166200,0
2015-01-01,9.129800,9.405800,9.082000,9.373000,9.373000,0
2015-02-01,9.373000,9.412400,9.151800,9.197700,9.197700,0
2015-03-01,9.197700,9.393500,9.113500,9.215100,9.215100,0
2015-04-01,9.221800,9.232600,8.941300,8.985000,8.985000,0
2015-05-01,9.013800,9.187300,8.907800,8.948100,8.948100,0
2015-06-01,8.974500,9.316400,8.855100,9.125400,9.125400,0
2015-07-01,9.146300,9.499500,9.075000,9.441200,9.441200,0
2015-08-01,9.407900,10.265000,9.266000,9.692200,9.692200,0
2015-09-01,9.758900,10.108000,9.599500,9.966900,9.966900,0
2015-10-01,9.862500,9.955900,9.289600,9.451600,9.451600,0
2015-11-01,9.445600,9.627200,9.163500,9.414500,9.414500,0
2015-12-01,9.405400,9.841700,9.207100,9.761000,9.761000,0
2016-01-01,9.580900,10.475000,9.566500,9.707700,9.707700,0
2016-02-01,9.703200,11.107000,9.703200,10.712000,10.712000,0
2016-03-01,11.001000,11.012000,10.086000,10.154000,10.154000,0
2016-04-01,10.147000,10.761000,10.147000,10.756000,10.756000,0
2016-05-01,10.756000,11.025000,10.655000,10.816000,10.816000,0
2016-06-01,10.755000,11.720000,10.698000,11.217000,11.217000,0
2016-07-01,10.922000,11.595000,10.423000,10.608000,10.608000,0
2016-08-01,10.606000,11.206000,10.582000,10.866000,10.866000,0
2016-09-01,10.783000,11.098000,10.488000,10.882000,10.882000,0
2016-10-01,10.862000,10.991000,10.485000,10.963000,10.963000,0
2016-11-01,10.902000,11.411000,10.142000,10.379000,10.379000,0
2016-12-01,10.271000,10.468000,9.794800,10.314000,10.314000,0
2017-01-01,10.314000,10.405000,9.942600,10.282000,10.282000,0
2017-02-01,10.191000,10.233000,9.827100,10.054000,10.054000,0
2017-03-01,10.054000,10.169000,9.740600,9.989200,9.989200,0
2017-04-01,10.020000,10.549000,9.986800,10.200000,10.200000,0
2017-05-01,10.004000,10.250000,9.664200,10.137000,10.137000,0
2017-06-01,10.086000,10.308000,9.904000,10.232000,10.232000,0
2017-07-01,10.182000,10.226000,9.771900,10.168000,10.168000,0
2017-08-01,10.122000,10.525000,9.942400,10.165000,10.165000,0
2017-09-01,10.202000,10.526000,9.984700,10.194000,10.194000,0
2017-10-01,10.194000,10.194000,9.727700,9.939000,9.939000,0
2017-11-01,9.826200,9.881200,9.439400,9.646500,9.646500,0
2017-12-01,9.656800,9.763000,9.283500,9.460700,9.460700,0
2018-01-01,9.456200,9.871100,9.176400,9.862700,9.862700,0
2018-02-01,9.788600,10.146000,9.748000,10.056000,10.056000,0
