Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,0.009497,0.009826,0.009485,0.009732,0.009732,0
2014-02-01,0.009801,0.009922,0.009728,0.009793,0.009793,0
2014-03-01,0.009824,0.009881,0.009640,0.009719,0.009719,0
2014-04-01,0.009688,0.009868,0.009605,0.009750,0.009750,0
2014-05-01,0.009781,0.009918,0.009709,0.009820,0.009820,0
2014-06-01,0.009823,0.009878,0.009729,0.009858,0.009858,0
2014-07-01,0.009874,0.009894,0.009710,0.009724,0.009724,0
2014-08-01,0.009731,0.009851,0.009581,0.009604,0.009604,0
2014-09-01,0.009600,0.009607,0.009104,0.009142,0.009142,0
2014-10-01,0.009122,0.009479,0.008892,0.009156,0.009156,0
2014-11-01,0.008900,0.008900,0.008406,0.008416,0.008416,0
2014-12-01,0.008412,0.008652,0.008209,0.008371,0.008371,0
2015-01-01,0.008356,0.008631,0.008283,0.008514,0.008514,0
2015-02-01,0.008554,0.008572,0.008306,0.008360,0.008360,0
2015-03-01,0.008356,0.008451,0.008197,0.008332,0.008332,0
2015-04-01,0.008337,0.008438,0.008276,0.008405,0.008405,0
2015-05-01,0.008369,0.008411,0.008036,0.008076,0.008076,0
2015-06-01,0.008049,0.008196,0.007948,0.008152,0.008152,0
2015-07-01,0.008169,0.008298,0.008028,0.008060,0.008060,0
2015-08-01,0.008062,0.008583,0.007983,0.008245,0.008245,0
2015-09-01,0.008257,0.008418,0.008244,0.008343,0.008343,0
2015-10-01,0.008342,0.008469,0.008235,0.008290,0.008290,0
2015-11-01,0.008298,0.008315,0.008091,0.008141,0.008141,0
2015-12-01,0.008117,0.008333,0.008094,0.008302,0.008302,0
2016-01-01,0.008313,0.008619,0.008220,0.008241,0.008241,0
2016-02-01,0.008241,0.009002,0.008237,0.008798,0.008798,0
2016-03-01,0.008895,0.009034,0.008730,0.008899,0.008899,0
2016-04-01,0.008890,0.009403,0.008890,0.009403,0.009403,0
2016-05-01,0.009408,0.009475,0.008975,0.009022,0.009022,0
2016-06-01,0.009038,0.010003,0.009023,0.009730,0.009730,0
2016-07-01,0.009704,0.009990,0.009304,0.009772,0.009772,0
2016-08-01,0.009771,0.010043,0.009660,0.009721,0.009721,0
2016-09-01,0.009680,0.009990,0.009589,0.009882,0.009882,0
2016-10-01,0.009869,0.009883,0.009479,0.009563,0.009563,0
2016-11-01,0.009539,0.009881,0.008776,0.008891,0.008891,0
2016-12-01,0.008721,0.008859,0.008428,0.008555,0.008555,0
2017-01-01,0.008555,0.008922,0.008432,0.008799,0.008799,0
2017-02-01,0.008868,0.008961,0.008700,0.008870,0.008870,0
2017-03-01,0.008847,0.009081,0.008659,0.008946,0.008946,0
2017-04-01,0.008980,0.009247,0.008951,0.008985,0.008985,0
2017-05-01,0.008984,0.009072,0.008746,0.009022,0.009022,0
2017-06-01,0.009028,0.009179,0.008856,0.008928,0.008928,0
2017-07-01,0.008897,0.009062,0.008749,0.009049,0.009049,0
2017-08-01,0.009062,0.009231,0.009007,0.009053,0.009053,0
2017-09-01,0.009081,0.009318,0.008831,0.008850,0.008850,0
2017-10-01,0.008892,0.008956,0.008739,0.008850,0.008850,0
2017-11-01,0.008799,0.009021,0.008716,0.008928,0.008928,0
2017-12-01,0.008885,0.008972,0.008792,0.008875,0.008875,0
2018-01-01,0.008875,0.009234,0.008821,0.009197,0.009197,0
2018-02-01,0.009159,0.009473,0.009052,0.009309,0.009309,0
2018-03-01,0.009377,0.009554,0.009322,0.009410,0.009410,0
2018-04-01,0.009410,0.009461,0.009130,0.009166,0.009166,0
2018-05-01,0.009149,0.009225,0.008978,0.009199,0.009199,0
2018-06-01,0.009194,0.009194,0.009016,0.009051,0.009051,0
2018-07-01,0.009030,0.009068,0.008838,0.009009,0.009009,0
2018-08-01,0.008945,0.009109,0.008918,0.009009,0.009009,0
2018-09-01,0.009009,0.009058,0.008795,0.008796,0.008796,0
