Date,Open,High,Low,Close,Adj Close,Volume
2018-10-01,0.008789,0.008978,0.008733,0.008845,0.008845,0
2018-11-01,0.008862,0.008905,0.008758,0.008817,0.008817,0
2018-12-01,0.008817,0.009119,0.008791,0.009064,0.009064,0
2019-01-01,0.009122,0.009365,0.009093,0.009176,0.009176,0
2019-02-01,0.009187,0.009195,0.008974,0.009020,0.009020,0
2019-03-01,0.008979,0.009113,0.008918,0.009020,0.009020,0
2019-04-01,0.009010,0.009020,0.008911,0.008954,0.008954,0
2019-05-01,0.008976,0.009211,0.008956,0.009144,0.009144,0
2019-06-01,0.009149,0.009365,0.009142,0.009281,0.009281,0
2019-07-01,0.009228,0.009316,0.009176,0.009211,0.009211,0
2019-08-01,0.009190,0.009536,0.009151,0.009395,0.009395,0
2019-09-01,0.009393,0.009456,0.009220,0.009264,0.009264,0
2019-10-01,0.009254,0.009389,0.009171,0.009192,0.009192,0
2019-11-01,0.009258,0.009267,0.009119,0.009137,0.009137,0
2019-12-01,0.009137,0.009223,0.009109,0.009185,0.009185,0
2020-01-01,0.009201,0.009289,0.008976,0.009185,0.009185,0
2020-02-01,0.009232,0.009278,0.008914,0.009248,0.009248,0
2020-03-01,0.009248,0.009873,0.008955,0.009256,0.009256,0
2020-04-01,0.009306,0.009402,0.009145,0.009380,0.009380,0
2020-05-01,0.009319,0.009432,0.009253,0.009280,0.009280,0
2020-06-01,0.009284,0.009427,0.009104,0.009295,0.009295,0
2020-07-01,0.009261,0.009597,0.009246,0.009553,0.009553,0
2020-08-01,0.009449,0.009513,0.009343,0.009476,0.009476,0
2020-09-01,0.009435,0.009615,0.009386,0.009464,0.009464,0
2020-10-01,0.009483,0.009613,0.009425,0.009564,0.009564,0
2020-11-01,0.009564,0.009691,0.009464,0.009608,0.009608,0
2020-12-01,0.009588,0.009719,0.009547,0.009697,0.009697,0
2021-01-01,0.009687,0.009748,0.009530,0.009553,0.009553,0
2021-02-01,0.009549,0.009577,0.009374,0.009387,0.009387,0
2021-03-01,0.009392,0.009401,0.009013,0.009066,0.009066,0
2021-04-01,0.009030,0.009305,0.009022,0.009182,0.009182,0
2021-05-01,0.009160,0.009230,0.009075,0.009099,0.009099,0
2021-06-01,0.009134,0.009159,0.009001,0.009047,0.009047,0
2021-07-01,0.008999,0.009167,0.008956,0.009118,0.009118,0
2021-08-01,0.009118,0.009197,0.009025,0.009096,0.009096,0
2021-09-01,0.009086,0.009165,0.008923,0.008934,0.008934,0
2021-10-01,0.008972,0.009022,0.008720,0.008785,0.008785,0
2021-11-01,0.008755,0.008885,0.008660,0.008787,0.008787,0
2021-12-01,0.008829,0.008872,0.008681,0.008691,0.008691,0
2022-01-01,0.008688,0.008811,0.008595,0.008676,0.008676,0
2022-02-01,0.008685,0.008757,0.008597,0.008652,0.008652,0
2022-03-01,0.008689,0.008722,0.007996,0.008195,0.008195,0
2022-04-01,0.008213,0.008214,0.007621,0.007711,0.007711,0
2022-05-01,0.007711,0.007912,0.007615,0.007826,0.007826,0
2022-06-01,0.007768,0.007764,0.007299,0.007321,0.007321,0
2022-07-01,0.007365,0.007544,0.007175,0.007506,0.007506,0
2022-08-01,0.007496,0.007667,0.007191,0.007208,0.007208,0
2022-09-01,0.007179,0.007190,0.006855,0.006924,0.006924,0
2022-10-01,0.006912,0.006966,0.006582,0.006765,0.006765,0
2022-11-01,0.006723,0.007272,0.006720,0.007207,0.007207,0
2022-12-01,0.007280,0.007633,0.007249,0.007627,0.007627,0
2023-01-01,0.007627,0.007858,0.007422,0.007664,0.007664,0
2023-02-01,0.007686,0.007807,0.007304,0.007336,0.007336,0
2023-03-01,0.007334,0.007712,0.007252,0.007507,0.007507,0
2023-04-01,0.007532,0.007652,0.007324,0.007336,0.007336,0
2023-05-01,0.007332,0.007480,0.007097,0.007153,0.007153,0
2023-06-01,0.007188,0.007220,0.006895,0.006907,0.006907,0
2023-07-01,0.006930,0.007283,0.006901,0.007104,0.007104,0
2023-08-01,0.007026,0.007066,0.006787,0.006845,0.006845,0
2023-09-01,0.006874,0.006921,0.006687,0.006695,0.006695,0
2023-10-01,0.006695,0.006748,0.006599,0.006706,0.006706,0
2023-11-01,0.006610,0.006817,0.006583,0.006801,0.006801,0
2023-12-01,0.006757,0.007128,0.006742,0.007091,0.007091,0
